generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
0,32465.000000,17535.000000,7,196580.531721,959142137.839397,7092.442198,0.178677,1,1,1,0.024346,18
0,40735.000000,9265.000000,16,155174.039475,137096702.986789,3428.797865,1.655636,2,4,3,0.018858,18
0,35664.000000,14336.000000,13,118770.621570,1999251070.367779,1071.645561,3.321481,1,0,1,0.017176,19
0,39499.000000,10501.000000,14,109285.036382,1065355156.500288,610.950522,2.903293,4,1,1,0.023922,20
0,37524.000000,12476.000000,14,161509.046090,818118489.162336,2765.844980,2.381487,2,3,1,0.011441,20
0,35983.000000,14017.000000,13,106817.614368,2723561192.132294,1884.209313,4.265030,3,0,3,0.012745,20
0,33108.000000,16892.000000,8,219771.367228,420222850.353605,9780.273167,0.105471,0,2,1,0.042033,17
0,39172.000000,10828.000000,14,90015.082925,441544460.756307,1728.975319,3.075911,1,0,1,0.017225,21
0,42755.000000,7245.000000,19,117933.983984,549208405.881346,294.829184,3.560379,7,3,1,0.008142,18
0,40901.000000,9099.000000,16,149266.761185,245735267.694030,1872.066219,5.311362,1,0,3,0.007682,19
0,34739.000000,15261.000000,10,221335.498646,518824640.503104,9301.070221,0.303993,3,2,2,0.031981,18
0,32023.000000,17977.000000,11,178358.196018,1245364751.525464,5171.423714,0.219182,2,2,1,0.020075,15
0,31640.000000,18360.000000,7,120576.332023,1219268500.526240,3531.153940,0.259463,1,5,3,0.003241,20
0,30361.000000,19639.000000,7,163218.799408,1756247936.769450,6644.544431,0.211616,1,0,2,0.029417,18
0,35929.000000,14071.000000,10,109913.315747,1109153627.644722,3482.289734,1.444029,1,0,1,0.010414,19
0,38716.000000,11284.000000,15,133687.817235,887851560.437737,1204.906633,1.438020,2,1,1,0.011123,18
0,29277.000000,20723.000000,6,139344.926838,903123305.675141,4846.964838,0.119945,0,1,1,0.007861,19
0,33076.000000,16924.000000,8,176724.996957,575842392.225093,5573.036426,0.144689,1,3,1,0.048473,18
0,33325.000000,16675.000000,11,170184.446510,625602754.047461,7093.443675,1.672709,4,3,1,0.006156,17
0,28865.000000,21135.000000,4,210137.792893,2305493616.536262,12003.612720,0.059921,1,2,3,0.047952,22
0,44350.000000,5650.000000,19,167991.212759,142330329.054501,2299.066421,2.451729,1,2,2,0.002765,16
0,30854.000000,19146.000000,7,154752.820162,1476667579.040774,5673.101353,0.344897,1,1,1,0.018962,20
0,38389.000000,11611.000000,12,132969.042628,945625985.717673,3706.424379,3.019455,5,0,1,0.012107,17
0,33613.000000,16387.000000,9,180467.825461,1308808482.563483,4389.466890,0.512150,1,6,1,0.040662,18
