generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
0,41661.000000,8339.000000,17,217685.785858,541129868.720115,5057.138271,0.157810,1,1,1,0.022801,8
0,42571.000000,7429.000000,19,170677.406100,414332957.069973,2481.231316,2.033902,2,4,3,0.025080,8
0,45984.000000,4016.000000,21,158198.186084,539843595.494477,1344.089175,2.980746,1,0,1,0.018072,8
0,43961.000000,6039.000000,19,127093.049617,653328062.711697,944.545956,2.357099,4,1,1,0.009106,9
0,46709.000000,3291.000000,21,139352.168559,146007612.126824,1736.617435,3.572455,2,3,1,0.021120,8
0,45491.000000,4509.000000,22,106031.590273,253400680.389344,1562.267728,4.593022,3,0,3,0.013608,9
0,41581.000000,8419.000000,16,225935.698333,408397894.039400,6196.053889,0.169786,0,2,1,0.047771,9
0,43975.000000,6025.000000,20,149414.650051,180001541.381796,1853.554303,3.074873,1,0,1,0.009848,9
0,45798.000000,4202.000000,22,132619.521245,203552455.934802,981.442349,3.459966,7,3,1,0.008276,7
0,46725.000000,3275.000000,21,110092.150844,309601926.369688,947.258410,4.958831,1,0,3,0.006642,9
0,44467.000000,5533.000000,19,232602.583726,235961194.194698,4340.287722,0.287446,3,2,2,0.032989,7
0,42260.000000,7740.000000,17,207999.403723,461211490.728139,3859.317712,0.236814,2,2,1,0.036618,8
0,44518.000000,5482.000000,20,182704.577712,248110218.394860,2860.008192,0.522078,1,5,3,0.002483,8
0,44397.000000,5603.000000,19,221401.410266,206783778.040798,4452.263665,0.178022,1,0,2,0.019600,8
0,43974.000000,6026.000000,20,172632.767091,54820480.816922,3679.029949,2.305663,1,0,1,0.004522,7
0,44740.000000,5260.000000,21,193557.340278,127841110.507934,6402.366427,2.932696,2,1,1,0.009274,7
0,41866.000000,8134.000000,18,189730.244789,13331619.665392,5293.497432,0.010042,0,1,1,0.004290,7
0,42424.000000,7576.000000,18,199574.918336,278928919.126999,5354.112913,0.164531,1,3,1,0.026956,7
0,43907.000000,6093.000000,21,185900.043043,107386337.620970,4074.967390,1.706398,4,3,1,0.003827,8
0,41477.000000,8523.000000,16,224924.457325,281414631.997152,6350.781161,0.170523,1,2,3,0.022663,9
0,44844.000000,5156.000000,20,131468.192048,151744287.341861,1139.338702,3.070677,1,2,2,0.003254,8
0,41855.000000,8145.000000,17,195496.236246,205163676.770399,3356.622408,0.853458,1,1,1,0.012999,8
0,45729.000000,4271.000000,21,135717.074799,1744548124.931757,1423.921123,2.446634,5,0,1,0.008262,7
0,44280.000000,5720.000000,20,215166.970673,227291402.193104,2040.850481,1.012428,1,6,1,0.031151,8
0,44840.000000,5160.000000,21,157591.400867,103074486.794672,2466.693562,4.587178,3,1,1,0.017164,9
0,41146.000000,8854.000000,17,171398.637340,379364023.013297,2428.852569,0.844698,1,3,1,0.015520,8
0,46034.000000,3966.000000,22,177595.903302,62521523.007768,1669.848606,3.076044,4,1,1,0.007518,8
0,47358.000000,2642.000000,23,172376.606219,309104167.533642,813.397232,2.464020,2,3,5,0.008147,8
0,42478.000000,7522.000000,19,153300.230875,593798843.001378,1796.170912,1.052511,2,3,1,0.050666,8
0,44933.000000,5067.000000,20,132618.170023,439051747.277337,780.521639,2.942311,3,3,1,0.008411,7
0,45638.000000,4362.000000,20,190828.965340,315140737.973768,1897.613948,1.280792,1,0,2,0.008321,8
0,43635.000000,6365.000000,18,215403.727572,329143167.714186,4443.472122,0.191795,0,1,2,0.031166,8
0,42190.000000,7810.000000,18,185302.022941,70112021.613414,4944.035057,1.755664,1,1,1,0.009160,8
0,44912.000000,5088.000000,19,187317.270133,150962331.989482,1771.802677,1.661929,1,0,1,0.004451,8
0,44051.000000,5949.000000,19,111561.094608,462236715.858346,489.909251,4.207729,3,8,2,0.006022,8
0,41543.000000,8457.000000,17,187371.723147,174423564.382868,4855.992622,0.577512,2,1,1,0.009366,9
0,41429.000000,8571.000000,16,232435.535644,346008829.930447,5714.047403,0.212885,2,2,1,0.036126,9
0,44249.000000,5751.000000,19,137980.320296,1041288491.795340,2833.915538,2.240851,3,2,1,0.025664,8
0,42481.000000,7519.000000,19,164280.342867,176561174.361018,2843.542391,2.644042,3,0,1,0.008918,8
0,42837.000000,7163.000000,19,186021.088450,80133834.345711,4835.978918,3.011713,1,2,1,0.010715,7
0,43841.000000,6159.000000,18,157674.763419,182820886.039361,2492.713716,3.571975,3,1,1,0.017302,8
0,43626.000000,6374.000000,18,220421.652785,583506079.550013,5060.995166,0.243252,2,1,2,0.030394,7
0,44752.000000,5248.000000,20,184684.456682,475277670.292061,2361.825757,1.734151,1,3,4,0.022637,7
0,42181.000000,7819.000000,17,221856.574781,364835503.692362,5294.589702,0.118275,2,0,2,0.033817,8
0,43933.000000,6067.000000,20,169403.033120,598206129.439014,1032.199056,1.977400,3,1,3,0.008999,8
0,43677.000000,6323.000000,20,163918.139448,286891124.081209,2855.241896,2.029120,2,0,1,0.003971,7
0,45802.000000,4198.000000,22,130913.789405,824229581.154536,3837.834530,4.444726,4,1,1,0.018102,8
0,45597.000000,4403.000000,22,146673.511757,539711904.781428,1378.017436,3.418982,2,4,1,0.008372,9
0,41162.000000,8838.000000,17,208288.079549,247315354.780796,5844.097970,0.243880,2,1,1,0.039252,8
0,41911.000000,8089.000000,18,138833.486744,365264553.295165,983.759882,2.290080,4,1,1,0.007278,9
0,45664.000000,4336.000000,22,176796.723450,109525778.900284,2000.573084,2.518775,1,2,1,0.013424,8
0,43150.000000,6850.000000,18,208129.894381,267855052.789925,5050.198279,0.138277,3,1,1,0.013052,7
0,44076.000000,5924.000000,19,181414.582662,251618817.802572,1398.697335,2.445678,2,2,1,0.016358,8
0,42107.000000,7893.000000,18,108477.950894,463899756.256930,1031.467835,2.930491,3,2,3,0.007886,8
0,42927.000000,7073.000000,18,190526.193377,797815782.188130,4034.459437,0.285324,2,3,2,0.042137,8
0,45034.000000,4966.000000,22,205673.397687,54760445.218574,3520.636612,2.173719,4,1,1,0.012943,7
0,44584.000000,5416.000000,21,140255.389893,1230070750.058378,1198.836457,3.215135,2,2,1,0.022701,8
0,46941.000000,3059.000000,22,132302.984807,452728175.901839,690.009967,4.727672,2,3,1,0.016409,8
0,42634.000000,7366.000000,18,193726.837295,269963986.065975,5405.533769,2.367990,1,2,2,0.024178,8
0,43345.000000,6655.000000,17,187825.738069,349025172.224195,4100.081232,0.216500,0,5,1,0.029614,9
0,47551.000000,2449.000000,22,119909.927806,1102871841.328019,1036.394939,2.865740,2,6,4,0.020696,9
0,41668.000000,8332.000000,17,176363.761891,108770569.162803,3592.428819,2.274181,4,1,4,0.010077,9
0,41575.000000,8425.000000,17,191115.155879,280369129.087557,3917.278135,0.260498,0,4,1,0.024755,8
0,44146.000000,5854.000000,19,129173.465470,315750315.912226,3170.189243,4.600492,3,2,1,0.016345,8
0,42572.000000,7428.000000,19,170833.884060,141421115.490653,2698.253331,1.530054,3,3,4,0.007326,8
0,42376.000000,7624.000000,18,188585.130764,382121209.050492,4147.102329,0.236146,0,1,2,0.029939,7
0,43512.000000,6488.000000,19,178862.713241,864809642.878361,3549.228292,0.298640,2,1,1,0.021285,7
0,46667.000000,3333.000000,22,156123.443183,455397457.167028,2466.061234,2.881045,4,5,1,0.009560,9
0,46441.000000,3559.000000,22,175230.135824,507049167.688089,3026.780431,2.083286,3,1,2,0.009956,7
0,41003.000000,8997.000000,16,183717.488557,14244318.249543,4360.354451,0.076214,1,0,3,0.002139,9
0,44030.000000,5970.000000,20,203583.019520,203226406.795016,2620.641920,1.692004,2,1,2,0.029794,8
0,41014.000000,8986.000000,17,201762.133883,357388227.445067,4294.544458,0.354378,1,1,1,0.031490,8
0,40478.000000,9522.000000,16,210895.211358,672777290.136574,5532.374955,0.127151,0,2,2,0.021942,9
0,41791.000000,8209.000000,17,230082.654441,399897027.694030,6096.140364,0.217079,2,5,2,0.032409,8
0,46265.000000,3735.000000,22,176021.186961,230448769.265596,2588.875019,2.596679,2,0,1,0.008732,9
0,41299.000000,8701.000000,17,201355.698887,636843932.751509,5386.809876,0.344766,1,1,1,0.023545,8
0,45222.000000,4778.000000,21,141700.665910,247313985.670602,2194.055793,2.782733,2,2,1,0.007214,7
0,40895.000000,9105.000000,16,235523.627315,243298608.124228,5309.276370,0.266875,1,3,1,0.035693,9
0,42692.000000,7308.000000,18,130603.137504,498807860.276229,359.764848,2.287524,2,5,2,0.013621,9
0,42279.000000,7721.000000,18,173177.071746,271846176.632360,4001.344932,1.004931,1,1,1,0.012904,8
0,42056.000000,7944.000000,17,223290.272358,236448950.529148,4907.195477,0.194130,1,3,3,0.030422,8
0,41128.000000,8872.000000,17,147344.913040,1173265281.233314,2299.339622,1.247006,2,1,1,0.006854,9
0,41784.000000,8216.000000,17,222170.227240,274602106.052915,5401.644082,0.183805,0,2,1,0.038482,8
0,42281.000000,7719.000000,17,215139.547291,111437308.066594,3427.630145,0.311312,0,1,3,0.013007,8
0,43142.000000,6858.000000,18,163307.224032,457513585.216210,3762.072449,1.972197,2,2,1,0.004643,8
0,42684.000000,7316.000000,18,125884.972285,1101049803.155006,1792.178734,1.644322,3,0,1,0.002832,7
0,45953.000000,4047.000000,22,159090.209324,113424822.028018,1406.685783,2.841046,2,1,1,0.007994,8
0,44215.000000,5785.000000,20,170863.113911,60673389.957030,2984.295112,0.851735,3,1,1,0.009312,9
0,44983.000000,5017.000000,20,190544.093236,114919025.411746,4057.376284,1.303424,2,2,2,0.007930,7
0,41862.000000,8138.000000,17,195263.884515,23980438.193405,5134.422401,0.000000,2,2,3,0.005190,8
0,43892.000000,6108.000000,18,207462.330311,688176652.362496,4274.805755,0.230411,1,1,3,0.031271,8
0,41173.000000,8827.000000,17,179481.868900,811886651.517012,4756.282846,0.225453,0,1,2,0.039892,8
0,43984.000000,6016.000000,20,155943.439450,137076546.774742,2415.876113,2.103482,3,1,1,0.009565,9
