generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
0,60065.000000,9935.000000,25,234413.366702,269533476.788824,3834.566534,0.231201,1,1,1,0.016300,10
0,61549.000000,8451.000000,28,150548.425746,386192146.598086,1212.810830,3.222234,2,4,3,0.010114,11
0,60073.000000,9927.000000,26,202422.020197,59918859.124757,2229.591561,3.567783,1,0,1,0.018951,11
0,67231.000000,2769.000000,33,168671.082079,202726603.733981,1076.988501,5.357468,4,1,1,0.018480,10
0,67137.000000,2863.000000,32,191205.903477,160665601.788213,768.652527,3.670923,2,3,1,0.011454,10
0,65529.000000,4471.000000,32,140556.155599,279285802.062220,159.673474,6.243474,3,0,3,0.011930,11
0,61312.000000,8688.000000,26,243269.807383,78802177.794708,3851.898099,0.308079,0,2,1,0.023313,10
0,63798.000000,6202.000000,29,117525.045881,518898452.517229,487.886374,5.092062,1,0,1,0.016298,11
0,66131.000000,3869.000000,31,138468.981465,212153957.283153,202.948034,4.554884,7,3,1,0.007401,10
0,66293.000000,3707.000000,32,138955.491012,254991395.382505,177.834453,5.479624,1,0,3,0.007100,9
0,60718.000000,9282.000000,25,234557.576464,225193132.351575,3335.926798,0.410736,3,2,2,0.024589,10
0,58375.000000,11625.000000,24,206594.701203,386978163.147933,3366.674626,0.238206,2,2,1,0.034014,11
0,60948.000000,9052.000000,27,175587.202833,458122917.525896,1919.876438,0.783741,1,5,3,0.001479,9
0,59216.000000,10784.000000,25,241951.237069,62705016.560422,3620.892569,0.288593,1,0,2,0.015229,10
0,64108.000000,5892.000000,31,168721.248431,516181485.884029,1173.626321,3.720793,1,0,1,0.002737,9
0,63254.000000,6746.000000,29,199531.670473,114769881.089408,1982.745937,3.547751,2,1,1,0.008584,10
0,59034.000000,10966.000000,25,192729.878738,33778234.035325,3610.301885,0.062819,0,1,1,0.003263,10
0,60574.000000,9426.000000,25,239179.281940,99826600.036144,3401.848386,0.266403,1,3,1,0.019049,10
0,61713.000000,8287.000000,29,156893.915082,607693035.273498,1092.547804,3.449215,4,3,1,0.003813,10
0,58752.000000,11248.000000,25,248147.260786,58903282.277437,3947.982445,0.216815,1,2,3,0.021408,10
0,65052.000000,4948.000000,31,177591.528208,179604970.235436,867.045465,4.140792,1,2,2,0.001608,9
0,59851.000000,10149.000000,26,145577.402349,617699281.548435,1850.540944,0.861248,1,1,1,0.016315,9
0,64937.000000,5063.000000,29,170342.397002,630758228.451788,1271.425332,3.960035,5,0,1,0.004899,10
0,58453.000000,11547.000000,24,219307.003694,439152114.225577,2725.078014,0.608113,1,6,1,0.021878,11
0,62105.000000,7895.000000,28,161191.738374,265448683.814080,1004.157878,4.238476,3,1,1,0.009183,11
0,63211.000000,6789.000000,29,110653.272525,2058604579.152097,979.400656,2.195607,1,3,1,0.021620,10
0,65902.000000,4098.000000,31,99389.577809,859650361.534032,236.939859,6.597132,4,1,1,0.005736,12
0,65750.000000,4250.000000,31,181410.314721,400004147.779304,1128.388024,4.978971,2,3,5,0.007585,9
0,59769.000000,10231.000000,25,168317.879338,682392650.850066,2224.675570,1.153271,2,3,1,0.033669,10
0,63867.000000,6133.000000,30,193586.936638,49028600.148059,1472.307968,8.633475,3,3,1,0.008712,12
0,62714.000000,7286.000000,28,149635.519323,589987247.197950,824.785602,3.984366,1,0,2,0.006223,10
0,60665.000000,9335.000000,26,224841.877332,213821000.149723,3033.247534,0.325210,0,1,2,0.032561,9
0,66033.000000,3967.000000,30,135470.374774,1705443109.818537,588.252518,4.860104,1,1,1,0.008981,11
0,66206.000000,3794.000000,31,179683.078703,451184861.499034,1040.710218,5.940746,1,0,1,0.005943,10
0,63395.000000,6605.000000,29,164659.252070,254809624.435473,1217.414142,3.883567,3,8,2,0.003454,10
0,59686.000000,10314.000000,27,157048.484942,1365238270.550656,2109.199113,0.652864,2,1,1,0.008108,10
0,58187.000000,11813.000000,24,248148.641440,22047977.518996,4572.796891,0.249028,2,2,1,0.023576,11
0,62600.000000,7400.000000,29,192883.578656,295704804.552985,959.155571,2.183381,3,2,1,0.023700,10
0,63484.000000,6516.000000,29,145723.592071,1374692223.973037,1381.330986,5.075754,3,0,1,0.005410,10
0,62361.000000,7639.000000,29,123757.632394,659613369.595464,550.965099,3.481669,1,2,1,0.008525,9
0,62066.000000,7934.000000,29,142733.758655,420961736.290834,349.099691,6.074886,3,1,1,0.008446,9
0,60389.000000,9611.000000,25,227555.317983,332165751.237057,3286.217930,0.289168,2,1,2,0.016712,10
0,63923.000000,6077.000000,30,180160.578245,393374028.379667,2136.075997,2.958932,1,3,4,0.011077,8
0,59781.000000,10219.000000,25,235104.007260,148099583.299728,4722.496035,0.223705,2,0,2,0.018006,10
0,65244.000000,4756.000000,30,172377.394185,228072621.622801,678.970667,3.321919,3,1,3,0.009338,9
0,59595.000000,10405.000000,26,147158.730673,1058621032.567791,1085.122037,2.951347,2,0,1,0.004340,11
0,64045.000000,5955.000000,31,147574.300138,1054082586.658630,354.454959,4.807851,4,1,1,0.008223,11
0,68409.000000,1591.000000,31,191806.869241,108058487.538940,1219.152554,3.994541,2,4,1,0.004496,11
0,59195.000000,10805.000000,25,228437.576528,450628434.752531,3844.593271,0.482906,2,1,1,0.055220,10
0,62363.000000,7637.000000,28,190579.060424,58218240.027035,671.937450,2.614707,4,1,1,0.009275,10
0,63193.000000,6807.000000,30,152510.359099,792388469.402470,3584.731524,4.980647,1,2,1,0.013860,10
0,58612.000000,11388.000000,24,217623.696367,222928260.693981,3807.564708,0.200761,3,1,1,0.009240,11
0,64526.000000,5474.000000,29,161223.490037,363399690.812880,1101.026195,3.703048,2,2,1,0.010830,10
0,61016.000000,8984.000000,26,176541.259989,301701086.773447,2134.654161,2.993557,3,2,3,0.005112,10
0,61255.000000,8745.000000,26,232362.278328,209618345.780058,2777.074052,0.536019,2,3,2,0.027255,10
0,62832.000000,7168.000000,29,149603.743968,362387901.446989,229.767524,4.377494,4,1,1,0.007168,10
0,63538.000000,6462.000000,30,90836.471510,709564404.992284,370.062046,5.250112,2,2,1,0.020932,10
0,63562.000000,6438.000000,30,164126.460008,1046724684.759554,1501.750541,7.133788,2,3,1,0.044803,9
