generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,77219.000000,22781.000000,30,61929.698376,3127177.164178,1305.256775,0.000000,4,2,1,0.001450
1,74679.000000,25321.000000,24,63284.695021,203989.760174,1242.290882,0.000000,4,2,1,0.001815
2,73588.000000,26412.000000,24,61507.194772,3184134.986594,1345.274030,0.000000,4,2,1,0.001166
3,71829.000000,28171.000000,24,60057.086767,7024016.510654,1285.873055,0.000000,4,2,1,0.002298
4,79005.000000,20995.000000,29,63290.743150,37462.407445,1224.029440,0.000000,4,2,1,0.001444
5,78670.000000,21330.000000,31,61614.541012,171358.905334,1272.249557,0.000000,4,2,1,0.000743
6,68819.000000,31181.000000,24,62440.630898,378150.511106,1241.427390,0.000000,4,2,1,0.001304
7,69999.000000,30001.000000,20,56537.956258,8251256.977516,1507.307998,0.000000,3,1,1,0.003608
8,71505.000000,28495.000000,20,62211.620976,123215.195261,1364.166842,0.000000,3,1,1,0.001764
9,69095.000000,30905.000000,20,59978.781215,1888376.127428,1259.960011,0.000000,3,1,1,0.002734
10,55411.000000,44589.000000,13,60516.631748,11199498.150271,1444.069056,0.000000,3,1,1,0.003673
11,69770.000000,30230.000000,23,63654.103721,461623.355352,1406.030790,0.000000,3,1,1,0.002313
12,75054.000000,24946.000000,26,63704.267030,820.534162,1291.188626,0.000000,3,1,2,0.002683
13,100000.000000,1.000000,50,64652.276097,0.000000,1109.303411,0.000000,3,1,0,0.000000
14,82871.000000,17129.000000,31,64021.752052,113880.718875,1216.395367,0.000000,3,1,1,0.001087
15,81963.000000,18037.000000,30,63849.247885,781808.771207,1182.736409,0.000000,3,1,1,0.001239
16,67971.000000,32029.000000,20,63955.974075,48696.985969,1440.636652,0.000000,3,1,1,0.001839
17,68484.000000,31516.000000,19,61041.816584,2089361.834639,1406.116780,0.000000,3,1,1,0.001510
18,100000.000000,1.000000,50,63901.068040,0.000000,1091.896441,0.000000,3,1,0,0.000000
19,71102.000000,28898.000000,23,58916.105773,29716798.390811,1184.974436,0.000000,3,1,1,0.003402
20,65690.000000,34310.000000,23,62967.231527,0.000000,1544.247493,0.000000,3,1,1,0.002489
21,70481.000000,29519.000000,24,61341.081171,668720.922443,1438.950547,0.000000,3,1,1,0.001384
22,73530.000000,26470.000000,24,61454.426642,2883878.883216,1251.753956,0.000000,3,1,1,0.004189
23,61932.000000,38068.000000,12,63061.315058,5818959.784519,1491.531210,0.000000,3,1,1,0.002982
24,78277.000000,21723.000000,30,62897.855929,152943.997748,1343.724712,0.000000,3,1,1,0.000539
25,66298.000000,33702.000000,21,60371.674863,2983849.873304,1456.484969,0.000000,3,1,1,0.002027
26,100000.000000,1.000000,50,62794.793376,0.000000,1090.191490,0.000000,3,1,1,-0.000000
27,75437.000000,24563.000000,27,58952.498335,10458911.879911,1186.450881,0.000000,3,1,2,0.004010
28,72267.000000,27733.000000,23,61898.762244,6433628.018569,1236.811358,0.000000,3,1,1,0.004028
29,73308.000000,26692.000000,20,61114.198493,1597366.759300,1380.568507,0.000000,3,1,2,0.002633
30,73417.000000,26583.000000,24,61568.749712,2311733.869229,1339.741403,0.000000,3,1,1,0.002596
31,67743.000000,32257.000000,22,60654.842575,5035164.746744,1278.512866,0.000000,3,1,1,0.008342
