generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,100000.000000,1.000000,50,66135.108369,2213508.345658,894.250293,0.666240,5,3,5,0.000000
1,100000.000000,1.000000,50,65765.505022,3313241.560728,860.237014,0.773220,5,3,5,0.000000
2,98265.000000,1735.000000,49,66703.424673,3101358.859977,899.421129,0.677296,5,3,5,0.001657
3,96500.000000,3500.000000,48,65407.376660,2068355.944124,936.241521,0.563909,5,3,5,0.002027
4,98316.000000,1684.000000,49,66269.470013,2638389.279720,916.053412,0.672332,5,3,5,0.000907
5,96202.000000,3798.000000,48,67395.246573,3431685.655052,1043.719186,0.494239,5,3,5,0.002253
6,98063.000000,1937.000000,49,67517.905548,1441217.854507,968.178753,0.606726,5,3,5,0.001984
7,96097.000000,3903.000000,48,68362.364791,4333778.195516,958.136164,0.575218,5,3,6,0.001174
8,94798.000000,5202.000000,47,64721.722115,2125272.436111,917.677411,0.663868,5,3,3,0.001312
9,96465.000000,3535.000000,48,69406.620677,5186195.830601,1051.625262,0.415583,5,3,5,0.002216
10,100000.000000,1.000000,50,67498.138268,6761424.657911,996.548283,0.582600,5,3,5,0.000000
11,94536.000000,5464.000000,47,67260.175740,2181668.943767,954.431649,0.543515,5,3,5,0.001175
12,96064.000000,3936.000000,48,66570.883676,2061927.590509,1018.452574,0.524614,5,3,5,0.002750
13,96730.000000,3270.000000,48,67974.689043,2169235.015077,974.623992,0.510993,5,3,5,0.002225
14,96537.000000,3463.000000,48,67940.939896,3279971.477708,978.956953,0.551234,5,3,5,0.001390
15,98071.000000,1929.000000,49,66544.689003,1910961.753244,940.953116,0.535058,5,3,6,0.000877
16,94694.000000,5306.000000,47,67432.838401,2467064.952217,901.401864,0.612653,5,3,5,0.001159
17,92765.000000,7235.000000,46,65621.507183,2571206.835991,882.710741,0.691385,3,3,5,0.001364
18,95724.000000,4276.000000,47,66773.869080,1706964.817486,943.011262,0.595424,3,3,5,0.001721
19,98108.000000,1892.000000,49,64656.499045,924887.518397,971.277491,0.535224,3,3,4,0.000837
20,93263.000000,6737.000000,43,66914.327455,2342519.561914,943.631783,0.679507,3,3,5,0.001766
21,94000.000000,6000.000000,46,64983.902706,1107275.004835,913.350246,0.649224,3,3,5,0.003261
22,93062.000000,6938.000000,46,66301.809520,6864188.931513,972.011785,0.523816,3,3,5,0.003083
23,98013.000000,1987.000000,49,66672.395978,3779982.407990,932.731726,0.605681,3,3,6,0.002471
24,93944.000000,6056.000000,44,65400.689102,6009281.788008,925.988763,0.621527,3,3,5,0.005781
25,96791.000000,3209.000000,47,67938.604545,4042495.509679,919.637563,0.656049,3,3,8,0.001037
26,76501.000000,23499.000000,30,66281.510388,4746584.188913,1032.070464,0.502428,3,3,9,0.001260
27,78013.000000,21987.000000,34,66289.876821,5852082.384400,1108.729142,0.482977,3,3,6,0.000809
28,78939.000000,21061.000000,28,65094.879894,1333884.589485,1075.735868,0.519686,3,3,6,0.015222
29,78770.000000,21230.000000,32,63090.447111,2088930.363656,1038.815500,0.554880,3,3,6,0.001542
30,85384.000000,14616.000000,38,65890.703586,4294890.339213,966.644694,0.500184,3,3,6,0.001731
31,73878.000000,26122.000000,29,64879.971214,2331702.730661,1111.373365,0.450711,3,3,6,0.001859
32,78515.000000,21485.000000,27,64973.818360,4620759.351931,1140.977345,0.438520,3,2,4,0.001260
33,84044.000000,15956.000000,35,68529.282691,3909930.007641,1128.906202,0.576187,3,2,6,0.001284
34,86324.000000,13676.000000,35,68094.112645,2990765.556891,1009.487200,0.566863,3,2,7,0.003040
35,76545.000000,23455.000000,30,63163.594919,2041311.692163,1027.678765,0.563646,3,2,9,0.001773
36,76592.000000,23408.000000,31,62421.268206,2376689.462697,1186.541915,0.382514,3,2,4,0.002095
37,76687.000000,23313.000000,30,64804.042109,6142362.117925,1157.351581,0.413374,3,2,4,0.001790
38,80314.000000,19686.000000,33,66451.554149,2315437.825493,1162.750774,0.398362,3,2,2,0.000924
39,73509.000000,26491.000000,26,64620.366381,3294465.063261,1079.977963,0.515163,3,2,6,0.001468
40,86191.000000,13809.000000,33,64523.480543,2075233.735793,1063.215897,0.441304,3,2,6,0.002862
41,80972.000000,19028.000000,32,63970.554060,2687001.280661,1132.361497,0.457472,3,2,9,0.001441
42,100000.000000,1.000000,50,64780.115837,2502693.247142,873.801496,0.679820,3,2,3,0.001221
43,74971.000000,25029.000000,27,64796.816137,2268232.439885,1227.191430,0.373538,3,2,2,0.001821
44,79320.000000,20680.000000,31,65258.933732,2945757.303614,1044.477440,0.511839,3,2,6,0.001746
45,98092.000000,1908.000000,49,65777.513055,1681192.045749,861.747244,0.749790,3,2,3,0.001980
46,96322.000000,3678.000000,48,65690.378540,2901720.776592,922.511527,0.626830,3,2,1,0.002738
