generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,100000.000000,1.000000,50,63046.411852,0.000000,1069.465945,0.000000,5,2,3,0.000000
1,100000.000000,1.000000,50,64803.057129,0.000000,1103.344978,0.000000,5,2,2,0.000000
2,100000.000000,1.000000,50,64437.401975,0.000000,1158.766612,0.000000,5,2,2,0.000000
3,98000.000000,2000.000000,49,63645.816447,0.000000,1089.321507,0.000000,5,2,2,0.000000
4,100000.000000,1.000000,50,64590.814977,0.000000,1084.625124,0.000000,5,2,2,-0.000000
5,100000.000000,1.000000,50,64086.024849,0.000000,1050.746822,0.000000,5,2,2,-0.000000
6,82552.000000,17448.000000,35,62451.839636,170482.343070,1191.094490,0.000000,5,2,2,0.000332
7,91426.000000,8574.000000,39,63946.299070,9455.443616,1124.795124,0.000000,5,2,2,0.000096
8,93235.000000,6765.000000,39,63832.014579,0.000000,1196.532471,0.000000,5,2,2,0.000168
9,85762.000000,14238.000000,36,63745.563859,647348.397572,1135.895646,0.000000,5,2,2,0.000496
10,90894.000000,9106.000000,41,63206.551688,0.000000,1162.821840,0.000000,5,2,2,0.000201
11,93264.000000,6736.000000,42,62264.972770,29256.920407,1121.844244,0.000000,5,2,2,0.000287
12,87356.000000,12644.000000,37,64340.629876,0.000000,1205.261590,0.000000,5,2,2,0.001087
13,87799.000000,12201.000000,39,64583.595457,132517.525309,1176.740605,0.000000,5,2,2,0.000453
14,85482.000000,14518.000000,35,63302.396791,0.000000,1100.052813,0.000000,3,1,2,0.000576
15,92524.000000,7476.000000,42,61720.177094,136791.435204,1107.136346,0.000000,4,0,2,0.000246
16,81611.000000,18389.000000,31,62921.034941,472893.950870,1184.585861,0.000000,4,0,3,0.000362
17,96594.000000,3406.000000,46,64114.725469,0.000000,1103.294112,0.000000,4,0,2,0.000160
18,77044.000000,22956.000000,33,63864.783520,0.000000,1187.826314,0.000000,4,0,2,0.000588
19,79938.000000,20062.000000,30,63293.803433,428130.821504,1235.474309,0.000000,4,0,3,0.000882
20,96122.000000,3878.000000,48,64300.938056,0.000000,1152.956772,0.000000,4,0,3,0.000002
21,92476.000000,7524.000000,42,62655.050090,417337.802055,1146.469418,0.000000,4,0,2,0.000175
22,81687.000000,18313.000000,29,61942.342728,664346.696428,1224.380286,0.000000,4,0,3,0.000861
23,76366.000000,23634.000000,32,62799.351214,5004605.591719,1058.475554,0.541769,4,0,3,0.003754
24,76009.000000,23991.000000,29,63089.458503,5609453.329061,1056.540244,0.566293,4,0,3,0.002491
25,96131.000000,3869.000000,47,64252.832134,5027336.308096,871.157345,0.704417,4,0,2,0.002277
26,73610.000000,26390.000000,28,64081.800827,11402174.084187,1121.104040,0.512278,4,0,3,0.002848
27,79941.000000,20059.000000,28,64730.058619,4268563.644357,1046.335113,0.546874,5,0,3,0.001622
28,83233.000000,16767.000000,36,65436.137727,3788803.763039,1131.642755,0.602604,5,0,3,0.001046
29,81525.000000,18475.000000,30,65012.775115,6195797.347303,1100.130694,0.542859,5,0,2,0.001687
30,72442.000000,27558.000000,26,55547.694106,61829072.941186,985.398854,0.676500,5,0,4,0.002425
31,96823.000000,3177.000000,48,68680.884135,3904333.717382,992.108964,0.553520,5,0,3,0.002914
32,86504.000000,13496.000000,37,70281.676839,7158441.206630,1067.236822,0.449568,7,0,3,0.001188
33,81829.000000,18171.000000,32,63052.694559,4965089.668628,1034.080000,0.607279,7,0,3,0.001453
34,75769.000000,24231.000000,27,59242.696613,47576285.465733,1066.349562,0.448227,7,0,4,0.002813
35,73124.000000,26876.000000,25,65053.170384,8820660.191068,1226.795338,0.477068,7,0,2,0.002452
36,75961.000000,24039.000000,24,62464.109724,23406873.551799,1074.466167,0.622442,6,0,2,0.001699
37,76952.000000,23048.000000,28,60770.656040,26768758.675251,997.826599,0.533065,6,0,4,0.001909
38,76741.000000,23259.000000,28,57778.155813,86186866.512766,927.842640,0.653554,6,0,4,0.002327
