generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,98081.000000,1919.000000,49,64777.377866,2106804.795041,932.133834,0.627403,3,5,5,0.007399
1,97907.000000,2093.000000,48,64973.866650,2111703.539456,968.307353,0.608030,3,5,5,0.004573
2,96913.000000,3087.000000,48,68644.952184,2915038.129811,1003.632093,0.529814,3,5,5,0.006386
3,98005.000000,1995.000000,49,64191.325407,1612501.855915,977.524185,0.587623,3,5,3,0.006541
4,98116.000000,1884.000000,49,67249.564681,1460541.225047,946.930948,0.534491,3,5,4,0.005532
5,97074.000000,2926.000000,48,66507.890418,1995098.502936,905.532288,0.689124,3,5,3,0.003104
6,94705.000000,5295.000000,47,63717.973477,2688209.785728,951.742852,0.573759,3,5,5,0.006240
7,95674.000000,4326.000000,47,66423.942236,2320122.617911,949.639461,0.546702,3,5,5,0.003245
8,100000.000000,1.000000,50,65143.054940,1611109.149831,977.192525,0.538960,3,5,4,0.004368
9,100000.000000,1.000000,50,67353.484101,2661217.655884,932.458714,0.628200,3,5,3,0.000000
10,96547.000000,3453.000000,48,67338.239671,3690004.528561,918.484499,0.610445,3,5,4,0.011250
11,94547.000000,5453.000000,47,68216.666699,3932525.288534,1014.483070,0.489338,3,5,5,0.004584
12,96151.000000,3849.000000,48,67133.278498,2445516.589296,1004.107912,0.526354,3,5,6,0.003736
13,96037.000000,3963.000000,47,65262.287116,4202256.207678,1001.976057,0.530356,3,5,5,0.003046
14,88275.000000,11725.000000,38,66337.232966,3082826.476291,1002.125911,0.720009,3,5,5,0.006347
15,88605.000000,11395.000000,36,67337.764329,1274435.272305,1028.589923,0.536508,3,5,5,0.004453
16,95280.000000,4720.000000,47,68781.852042,1914206.380443,1018.359211,0.550616,3,5,5,0.003292
17,95271.000000,4729.000000,46,65521.975993,2081179.895740,965.041110,0.566971,3,5,5,0.001902
18,79933.000000,20067.000000,33,63377.852961,11244930.401612,1069.232290,0.553790,3,5,5,0.008865
19,85168.000000,14832.000000,34,66409.274573,2290263.947030,1042.689258,0.560786,3,5,5,0.004471
20,93418.000000,6582.000000,43,66005.511542,3299197.818718,944.524453,0.597048,2,3,5,0.002830
21,81161.000000,18839.000000,33,66990.590925,2455735.494222,1054.227971,0.468255,2,3,4,0.008095
22,90717.000000,9283.000000,43,64425.566876,3123919.626645,981.278259,0.589440,2,3,5,0.003051
23,91054.000000,8946.000000,40,64681.842580,2062428.948525,940.108657,0.607768,2,3,4,0.003760
24,82146.000000,17854.000000,33,66229.851775,1848490.591906,1120.332824,0.479126,2,3,5,0.004931
25,91718.000000,8282.000000,40,67619.012234,3000441.736553,1003.135939,0.606720,2,3,5,0.004087
26,80656.000000,19344.000000,31,65630.231349,3384683.639836,973.583474,0.584494,2,3,5,0.008285
27,80967.000000,19033.000000,32,66010.972656,3861941.167189,1085.855274,0.542438,2,3,4,0.006228
28,79782.000000,20218.000000,33,64929.078931,3103731.115336,1098.625338,0.417318,2,3,5,0.006088
29,85472.000000,14528.000000,36,67185.690803,3642300.413803,1131.429621,0.487955,2,3,5,0.004607
30,82492.000000,17508.000000,37,65040.611382,2562934.374518,1098.541491,0.496829,2,3,6,0.007108
31,85923.000000,14077.000000,36,67030.693410,2123575.257318,1132.581138,0.444143,2,3,5,0.003707
32,76426.000000,23574.000000,30,66082.634148,2772137.600893,1090.879051,0.515242,2,3,4,0.005230
33,85103.000000,14897.000000,35,65527.598512,2955771.372881,1059.944413,0.547226,2,3,5,0.002304
34,77717.000000,22283.000000,27,65969.843592,9510519.062330,1102.091018,0.560438,2,3,6,0.004624
35,79624.000000,20376.000000,29,64729.097422,13579490.062925,997.660349,0.557003,2,3,6,0.006755
36,89479.000000,10521.000000,40,67523.377375,3716721.210768,1011.010955,0.580655,2,3,6,0.005902
37,78506.000000,21494.000000,33,64838.195411,3041109.487869,979.146006,0.501061,2,3,4,0.006320
38,80952.000000,19048.000000,30,64013.525481,9675587.868183,1095.220701,0.466012,2,3,4,0.003685
39,83626.000000,16374.000000,35,62077.554308,2402509.399868,1027.822022,0.565813,2,3,4,0.003890
40,82087.000000,17913.000000,36,68062.308796,3106724.728083,1187.444900,0.444590,2,3,3,0.004488
41,77407.000000,22593.000000,31,63033.443450,6165727.914503,1080.266838,0.626910,2,3,4,0.004054
42,82323.000000,17677.000000,31,63859.823712,6563423.317215,1024.896539,0.678846,2,3,4,0.003345
43,92473.000000,7527.000000,42,66178.680163,3132062.016791,989.780071,0.527818,2,3,6,0.003992
44,84558.000000,15442.000000,35,66782.113659,3113501.086882,1061.420269,0.583616,2,3,4,0.003997
45,83677.000000,16323.000000,31,64693.361829,2593525.955390,1063.274740,0.508770,2,3,5,0.005220
46,76756.000000,23244.000000,34,67699.568220,3036095.326019,1013.231755,0.581414,2,3,4,0.004344
47,73237.000000,26763.000000,26,60840.147825,20406146.357038,1190.809865,0.478861,2,3,4,0.003683
48,88357.000000,11643.000000,39,67845.218289,2596604.092872,1042.608391,0.491333,2,3,4,0.005788
49,84194.000000,15806.000000,33,64340.861055,7334162.214213,1077.956089,0.499253,2,3,5,0.004756
50,79153.000000,20847.000000,30,68253.775303,7373631.165480,1168.709081,0.480853,2,3,5,0.004222
51,92057.000000,7943.000000,39,68081.120124,3261006.531175,1004.479381,0.675078,2,3,4,0.005254
52,85525.000000,14475.000000,35,64393.602814,3653071.294864,1010.081416,0.564914,2,3,6,0.002861
53,89291.000000,10709.000000,39,68172.694739,4037778.850353,1123.573807,0.489990,2,3,6,0.007049
