generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,100000.000000,1.000000,50,64232.257726,0.000000,1127.504632,0.000000,3,1,5,0.000000
1,100000.000000,1.000000,50,64244.678228,0.000000,1170.658494,0.000000,3,1,5,0.000000
2,100000.000000,1.000000,50,65762.761319,3184447.194362,901.299313,0.674520,3,1,3,0.004562
3,97372.000000,2628.000000,48,66653.380413,2216922.735517,889.431195,0.681870,3,1,3,0.004882
4,94709.000000,5291.000000,47,66844.999833,3569723.681271,911.602632,0.649165,3,1,3,0.002860
5,94493.000000,5507.000000,47,65381.123426,2982075.868284,906.429611,0.663055,2,2,3,0.001982
6,96078.000000,3922.000000,48,68816.366822,2239433.088597,988.623958,0.549894,2,2,3,0.002162
7,98081.000000,1919.000000,49,68708.364379,2949996.095941,1002.521392,0.532827,2,2,3,0.001544
8,98341.000000,1659.000000,49,66656.904910,1756571.962568,976.338240,0.569464,2,2,3,0.002447
9,98828.000000,1172.000000,49,66144.315627,2118453.382834,993.374225,0.559458,2,2,2,0.002954
10,100000.000000,1.000000,50,67321.386304,4117450.821894,923.905128,0.652620,2,2,2,0.002075
11,96307.000000,3693.000000,48,64555.023690,2231204.594086,878.121231,0.714657,2,2,2,0.001841
12,100000.000000,1.000000,50,68774.430155,2644432.145540,954.254209,0.648100,2,2,3,0.001944
13,100000.000000,1.000000,50,64699.937747,3192624.952082,918.591046,0.746580,2,2,2,0.003087
14,96042.000000,3958.000000,48,66589.649447,2972295.811844,952.216969,0.640006,2,2,3,0.001572
15,98222.000000,1778.000000,49,66260.420855,1276376.336061,970.360569,0.615451,2,2,3,0.002432
16,96425.000000,3575.000000,48,66095.570347,1490001.355523,941.832710,0.588372,2,2,3,0.002004
17,98257.000000,1743.000000,49,68120.949695,3116544.489764,1006.087312,0.599450,2,2,3,0.002139
18,93217.000000,6783.000000,46,66885.051824,2064924.710011,955.793658,0.597628,3,1,3,0.001648
19,96050.000000,3950.000000,47,66080.328142,2504092.347405,1020.845239,0.554174,1,2,3,0.001829
20,98187.000000,1813.000000,49,66839.470295,1348056.887892,975.903746,0.548148,1,2,3,0.003853
21,99387.000000,613.000000,48,61916.850010,2030562.278287,897.150543,0.700204,1,2,5,0.001889
22,95946.000000,4054.000000,45,67278.919379,4271486.732200,1006.279131,0.509629,1,2,5,0.002178
23,97605.000000,2395.000000,47,63994.189526,3082305.461499,883.782154,0.661135,1,2,5,0.001856
24,96169.000000,3831.000000,47,67320.708086,2413328.166504,994.425565,0.570525,2,2,5,0.001429
25,82012.000000,17988.000000,35,65734.167624,1873007.112163,1093.702501,0.452461,4,2,3,0.003953
26,75173.000000,24827.000000,29,59621.270174,3530734.011128,1104.969619,0.457739,4,2,3,0.003872
27,80761.000000,19239.000000,34,65805.227546,6181396.234840,1091.682090,0.509664,4,2,3,0.002995
28,84636.000000,15364.000000,35,65185.505865,2756749.314118,1015.673538,0.608307,4,2,3,0.001613
29,86811.000000,13189.000000,36,66510.205206,5533992.441714,1043.972697,0.497100,4,2,3,0.002918
30,82982.000000,17018.000000,37,65589.002029,3289987.004833,1088.219317,0.461962,4,2,2,0.002774
31,92116.000000,7884.000000,41,66715.142978,3063707.972540,1003.030441,0.540163,4,2,3,0.001597
32,79966.000000,20034.000000,33,66026.086588,3534922.373729,1113.136974,0.547212,4,2,3,0.002516
33,90315.000000,9685.000000,40,64669.811907,4246301.249652,926.064469,0.708180,4,2,5,0.003295
34,89406.000000,10594.000000,38,66836.413142,2442893.199173,975.745196,0.607020,4,2,3,0.002840
35,81233.000000,18767.000000,35,63243.855444,2166457.339045,1067.633202,0.536113,4,2,3,0.003199
36,80452.000000,19548.000000,34,67079.415604,3440458.663223,1114.626933,0.495801,4,2,3,0.001970
37,82590.000000,17410.000000,34,65794.036039,3157478.967101,1008.264138,0.566307,4,2,3,0.002696
38,84479.000000,15521.000000,34,65186.884801,2756619.987043,927.842981,0.624210,4,2,3,0.003409
39,85673.000000,14327.000000,38,67293.495099,3823373.196137,1073.372448,0.465101,4,2,3,0.002504
40,80613.000000,19387.000000,33,64744.881333,1582640.890100,1017.340970,0.558676,4,2,3,0.005123
41,87347.000000,12653.000000,36,66089.695324,3125410.470671,1016.748637,0.524396,4,2,3,0.004339
42,83767.000000,16233.000000,33,68162.656387,4963818.285719,1081.550239,0.558266,6,4,3,0.002950
43,91504.000000,8496.000000,40,66760.757367,6648419.949369,965.633968,0.615834,6,4,3,0.003237
44,90781.000000,9219.000000,38,66987.125942,3527348.293111,983.899588,0.512408,6,4,3,0.003779
45,88291.000000,11709.000000,41,67716.136444,4138842.261116,1039.373856,0.571082,6,4,3,0.003431
46,89860.000000,10140.000000,37,65078.875460,4153587.518607,940.814709,0.580027,6,4,3,0.004729
47,96109.000000,3891.000000,48,68517.617141,3069044.162641,977.286156,0.593998,6,4,2,0.002388
48,85276.000000,14724.000000,34,63600.873752,2972412.247861,993.493827,0.589754,6,4,3,0.004346
