generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,88607.000000,11393.000000,39,200287.968916,1265744919.467695,1987.900561,0.503264,4,2,1,0.010752
1,83955.000000,16045.000000,36,178787.147560,851308223.544483,1978.128006,0.607730,5,2,1,0.013555
2,86511.000000,13489.000000,32,180749.914110,1169561576.956422,1715.037393,0.616129,5,2,1,0.009228
3,78726.000000,21274.000000,29,185634.838320,1227394341.872173,2158.131805,0.499613,5,2,1,0.012361
4,73587.000000,26413.000000,25,199917.436628,1316206896.243277,2576.689469,0.450330,5,2,2,0.017887
5,80674.000000,19326.000000,30,193501.675751,1059832582.675897,2123.165459,0.552864,5,2,1,0.010372
6,81617.000000,18383.000000,32,194125.609259,1207686796.647202,2147.231858,0.482635,5,2,1,0.018283
7,72831.000000,27169.000000,25,175681.733170,865366626.428191,2431.748525,0.441389,6,2,1,0.015907
8,77141.000000,22859.000000,31,161385.286241,838967012.880186,1869.905907,0.568454,6,2,1,0.007860
9,78711.000000,21289.000000,32,188233.962032,1710485248.056920,2255.910420,0.553340,6,2,1,0.012195
10,75879.000000,24121.000000,28,184801.489529,1199233517.602280,1994.564682,0.588714,6,2,1,0.010923
11,80466.000000,19534.000000,31,177985.143413,1231832823.575062,2115.854528,0.559991,6,2,1,0.018486
12,75486.000000,24514.000000,25,176513.076579,1280485180.823134,1911.681299,0.590856,6,2,1,0.013621
13,79923.000000,20077.000000,30,183863.986168,1528087983.171166,2002.924696,0.538925,6,2,3,0.008665
14,79276.000000,20724.000000,33,176646.001349,932957540.777486,2043.864168,0.652751,6,2,1,0.015475
15,81778.000000,18222.000000,32,193717.341436,1273965388.275089,1970.137378,0.524738,6,2,1,0.010057
16,83339.000000,16661.000000,32,183468.430096,873390966.921276,1866.865611,0.593705,6,2,1,0.021154
17,82447.000000,17553.000000,35,179237.253372,1032585453.478254,1979.175246,0.515658,5,2,1,0.014939
18,83917.000000,16083.000000,35,181365.364887,1024932143.554632,1744.089238,0.563093,5,2,1,0.018017
19,86939.000000,13061.000000,36,194869.806191,1424281549.185675,1818.979272,0.634206,5,2,1,0.016787
20,79298.000000,20702.000000,32,159765.064019,752525127.294369,1670.602132,0.679077,5,2,1,0.013603
21,78871.000000,21129.000000,31,167938.213033,815390785.453277,1951.877180,0.664303,5,2,1,0.028203
22,84105.000000,15895.000000,34,169081.556013,1283245597.985186,1796.962072,0.561533,5,2,2,0.010671
23,82159.000000,17841.000000,33,175945.670090,964215418.792199,1913.650396,0.588516,5,2,1,0.011176
24,88753.000000,11247.000000,36,194933.933795,1630366145.776954,1619.862379,0.564393,6,2,1,0.012249
25,92883.000000,7117.000000,43,203825.157901,1297462957.175617,1779.382647,0.569424,6,2,2,0.002490
26,77144.000000,22856.000000,29,179079.446266,1211363538.133254,1948.615117,0.597773,6,2,1,0.009824
27,82590.000000,17410.000000,31,187593.776626,1399871690.808621,1984.562303,0.609712,6,2,1,0.013704
28,85499.000000,14501.000000,37,181447.167629,1219134871.129340,1715.346946,0.637301,6,2,2,0.010996
29,74053.000000,25947.000000,27,167557.447937,1034238737.951977,1923.562877,0.709246,6,2,1,0.010840
30,79847.000000,20153.000000,32,162434.535738,890182133.847716,1767.036388,0.660489,6,2,2,0.011055
31,86950.000000,13050.000000,36,194996.097074,1707918166.879947,1959.223059,0.746809,6,2,1,0.011521
32,84350.000000,15650.000000,35,200572.179655,1503598562.810042,2290.597565,0.684339,6,2,1,0.009524
33,78932.000000,21068.000000,32,168122.711670,918445901.736068,1899.871986,0.819653,6,2,1,0.011361
34,85416.000000,14584.000000,35,172721.406489,1274296183.693462,1624.469995,0.787103,6,2,1,0.009372
35,81113.000000,18887.000000,33,173900.764464,1377540290.075679,2112.367554,0.756007,6,2,2,0.009854
36,89288.000000,10712.000000,38,180474.009470,1833847688.416853,1795.236410,0.753624,6,2,1,0.017561
37,85505.000000,14495.000000,34,190933.098753,1056776665.287769,2006.414023,0.783190,6,2,1,0.008974
38,84738.000000,15262.000000,36,190577.888542,1506473663.298007,2061.238980,0.772619,6,2,1,0.008405
39,86177.000000,13823.000000,39,179922.320248,1349863167.142850,2113.496426,0.733034,6,2,4,0.011735
40,82832.000000,17168.000000,35,160411.605894,1198328127.537958,1596.755478,0.875223,7,2,1,0.016177
41,85038.000000,14962.000000,36,180643.993948,1678575803.279881,1764.476053,0.810063,7,2,1,0.007750
42,84858.000000,15142.000000,40,171760.526819,1496243858.756711,1657.247997,0.837343,7,2,4,0.011654
43,94991.000000,5009.000000,45,192694.374652,1136166671.920252,1708.976400,0.784886,7,2,1,0.003181
44,91379.000000,8621.000000,40,167327.981713,1291886172.118870,1392.905835,1.132333,7,2,2,0.007607
45,74035.000000,25965.000000,20,236028.752525,1470254543.240978,3126.288248,0.443964,4,1,2,0.018231
46,100000.000000,1.000000,50,237563.856545,1491362919.810503,1858.769060,0.605680,4,1,0,0.000000
47,73117.000000,26883.000000,25,238850.948027,1233126998.713080,2828.868777,0.395657,4,1,1,0.020957
48,81366.000000,18634.000000,31,238258.525210,1319273920.293498,2383.650056,0.571184,4,1,1,0.017032
49,81074.000000,18926.000000,27,187575.834605,911061179.656959,1965.441937,0.604706,4,1,2,0.010116
50,78114.000000,21886.000000,29,173189.675805,1497861127.428791,1842.908180,0.806726,4,1,1,0.010393
51,86605.000000,13395.000000,41,210518.347632,1178462156.698807,2220.894824,0.633799,4,1,2,0.014102
52,84924.000000,15076.000000,37,199362.852023,1831683124.369510,1979.766341,0.706881,4,1,1,0.007683
53,76237.000000,23763.000000,28,171250.952136,719025285.829786,1984.033102,0.656872,4,1,1,0.017457
54,75851.000000,24149.000000,29,188773.657317,1525638946.698218,2385.511928,0.704139,4,1,1,0.016766
55,84163.000000,15837.000000,35,210787.578958,1700923415.436291,2378.815802,0.643085,4,1,1,0.008873
56,86844.000000,13156.000000,35,207466.024676,1296232711.502993,2007.403949,0.667166,4,1,2,0.006734
57,81645.000000,18355.000000,34,194665.063417,1338638168.616727,2169.385632,0.648435,4,1,1,0.009268
58,73897.000000,26103.000000,22,184367.471144,982085531.625234,2439.128572,0.664278,4,1,2,0.010071
59,87835.000000,12165.000000,36,210089.404510,1172621177.154175,1825.229932,0.637989,4,1,1,0.008690
60,74267.000000,25733.000000,28,188787.003973,1247452664.761928,2124.396948,0.617399,4,1,1,0.009902
61,77684.000000,22316.000000,26,203036.190311,1292129830.728153,2340.447437,0.601491,4,1,2,0.012366
62,81083.000000,18917.000000,29,189893.374746,1029394109.343907,2057.345166,0.707261,4,1,2,0.009561
63,82217.000000,17783.000000,31,204624.916053,1203758502.829996,2126.890477,0.547728,4,1,2,0.017245
64,75170.000000,24830.000000,27,190496.506514,1196459086.962846,2265.798909,0.629509,4,1,2,0.009208
65,79526.000000,20474.000000,31,208778.949736,1214195637.706329,2279.424022,0.558874,4,1,1,0.010631
66,94905.000000,5095.000000,45,216736.294039,1495982616.797539,1783.765261,0.603276,4,1,1,0.004326
67,82211.000000,17789.000000,34,202479.235266,1587123899.106357,2360.401804,0.659694,3,1,2,0.014756
68,84361.000000,15639.000000,33,202388.282923,1411298470.534019,2211.420811,0.681605,3,1,2,0.013988
69,78722.000000,21278.000000,31,203302.948875,1285621887.602213,2326.311602,0.557193,3,1,2,0.017361
70,87098.000000,12902.000000,37,215098.647828,1362868758.066459,1985.665988,0.646088,3,1,1,0.014404
71,77667.000000,22333.000000,28,195229.953802,1343107996.889635,2238.591462,0.577372,3,1,2,0.012171
72,77373.000000,22627.000000,28,191061.218616,1005239408.159717,2116.860606,0.536002,3,1,1,0.010026
73,76495.000000,23505.000000,30,175452.072961,829228366.325028,1912.236843,0.612400,3,1,1,0.013540
74,78809.000000,21191.000000,28,85860.776761,89921164.596629,878.819070,1.203669,3,1,1,0.005305
