generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
1,80774.000000,19226.000000,34,148299.779963,405920566.236089,1754.241340,0.743829,5,6,1,0.007016,1840
1,81830.000000,18170.000000,31,192340.130324,1244703732.197199,2470.085013,0.615828,5,6,1,0.010225,1810
2,80397.000000,19603.000000,29,165159.543926,621751010.796868,1990.238919,0.589268,5,6,1,0.007746,1790
3,76735.000000,23265.000000,31,178482.654877,954773401.564104,2246.570260,0.520341,5,6,1,0.009265,1810
4,76742.000000,23258.000000,27,157309.730445,411571190.426496,1957.419204,0.680225,5,6,1,0.011855,1770
5,86284.000000,13716.000000,38,161836.350612,669154805.532466,1844.132860,0.681804,4,6,1,0.011413,1880
6,80585.000000,19415.000000,33,166739.469663,692894102.398535,1966.497425,0.658938,4,6,1,0.008622,1830
7,79923.000000,20077.000000,31,180399.852834,1017479146.840767,2035.804427,0.558508,4,6,1,0.010126,1810
8,76789.000000,23211.000000,30,173593.629625,585857657.824436,2036.477933,0.602505,4,6,1,0.008220,1800
9,75620.000000,24380.000000,28,146660.275878,504383367.210045,1871.722532,0.698148,4,6,1,0.010443,1780
10,76963.000000,23037.000000,26,147411.593069,599579136.367269,1834.535117,0.745208,4,6,1,0.009274,1760
11,100000.000000,1.000000,50,183646.480460,899702681.963374,1595.672438,0.772160,4,6,1,0.005120,2000
12,78138.000000,21862.000000,29,156217.781766,807099186.345686,1928.027022,0.704418,4,6,1,0.009323,1790
13,74559.000000,25441.000000,28,156810.539391,661423972.120906,1743.332830,0.600009,4,6,1,0.006496,1780
14,79817.000000,20183.000000,29,178122.778771,1181879548.304162,2264.252046,0.617482,4,5,1,0.008158,1790
15,77625.000000,22375.000000,28,162818.425423,566134449.062734,1835.979870,0.633060,4,5,1,0.011201,1780
16,81268.000000,18732.000000,29,184535.364032,909309774.966912,1993.748566,0.589684,4,5,1,0.007592,1790
17,73838.000000,26162.000000,26,164087.173303,495694387.703275,1898.237913,0.633492,4,5,1,0.009313,1760
18,79331.000000,20669.000000,30,153922.157471,349956194.130600,1709.364102,0.711376,4,5,1,0.016501,1800
19,76621.000000,23379.000000,28,166048.538162,645486465.076445,1672.853778,0.639696,4,5,1,0.008533,1780
20,80850.000000,19150.000000,32,159448.392086,681318608.835527,1833.495537,0.764058,4,5,1,0.015378,1820
21,81047.000000,18953.000000,30,166430.624740,660757473.898654,1734.052044,0.681825,4,5,1,0.011414,1800
22,74350.000000,25650.000000,24,149890.637660,318923449.993818,1853.989171,0.646137,4,5,1,0.009289,1740
23,73371.000000,26629.000000,24,143625.480651,298600103.881178,1662.198660,0.647399,4,5,1,0.007835,1740
24,75458.000000,24542.000000,26,162100.236585,699089069.779530,1831.777361,0.625207,4,5,1,0.009899,1760
25,79505.000000,20495.000000,30,159929.976086,543792970.623459,1915.405000,0.623542,4,5,1,0.011416,1800
26,79798.000000,20202.000000,32,198671.982533,721890189.241376,2051.816272,0.611322,4,5,1,0.012355,1820
27,72927.000000,27073.000000,25,170083.031637,676523216.447662,1982.779240,0.579855,4,5,1,0.010812,1750
28,75239.000000,24761.000000,26,171242.655885,516355181.132460,2043.207893,0.585641,4,5,1,0.008772,1770
29,76701.000000,23299.000000,29,148376.229747,456250788.843968,1630.106511,0.738143,4,5,1,0.013778,1790
30,78562.000000,21438.000000,31,178511.577624,686499006.343761,1983.000930,0.527369,4,5,4,0.012664,1810
31,80090.000000,19910.000000,30,171733.581214,611205616.411005,2011.742459,0.637707,4,5,1,0.008272,1800
32,76888.000000,23112.000000,29,180363.298307,1091294624.325760,1900.425671,0.629191,4,5,1,0.014786,1790
33,79431.000000,20569.000000,29,142601.737553,487408554.146455,1618.192292,0.747782,4,5,3,0.014667,1790
34,97739.000000,2261.000000,47,195332.857655,1179983213.871640,1672.457422,0.707803,4,5,0,0.004352,1970
