generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,66716.000000,33284.000000,18,77808.714733,201104970.611029,958.258862,1.100206,1,3,1,0.006151
1,68462.000000,31538.000000,20,80792.402926,84830643.600925,963.063251,1.411360,1,3,1,0.007374
2,69079.000000,30921.000000,23,80108.027520,130911998.198000,927.955898,1.389129,1,3,1,0.008313
3,74607.000000,25393.000000,29,237434.725593,1321511481.959344,2934.374269,0.465333,2,3,2,0.012119
4,81407.000000,18593.000000,29,239435.658670,1268687075.132039,2903.039047,0.403186,2,3,1,0.013353
5,72699.000000,27301.000000,26,235962.704080,1417419327.282285,3231.833115,0.360333,2,3,1,0.013848
6,79649.000000,20351.000000,34,235008.973414,1734021581.774334,2691.747708,0.425942,2,3,1,0.018759
7,93180.000000,6820.000000,45,235282.080224,1651704944.123454,2250.970537,0.467251,2,3,1,0.015599
8,82227.000000,17773.000000,32,234349.450818,1622759950.748990,2661.631625,0.407095,2,3,1,0.017464
9,82142.000000,17858.000000,32,235335.340823,1447518533.352838,2408.345609,0.527767,2,3,1,0.018425
10,78641.000000,21359.000000,33,230738.157670,1589061575.265818,2419.128554,0.459206,2,3,1,0.014998
11,81119.000000,18881.000000,34,230422.542745,1613926671.888891,2491.017123,0.418016,2,3,1,0.010414
12,78692.000000,21308.000000,28,232368.059077,1500411274.069502,3044.691268,0.375358,2,3,1,0.012971
13,75973.000000,24027.000000,28,150535.187475,602773008.773797,1707.625695,0.796549,2,3,1,0.012967
14,69909.000000,30091.000000,24,146132.487672,676085258.853814,1708.569419,0.736798,2,3,1,0.017368
15,76770.000000,23230.000000,29,171504.859808,774251956.366874,1836.742173,0.665508,2,3,1,0.011447
16,82627.000000,17373.000000,33,189661.886219,1156240666.658626,1856.171791,0.582753,2,3,1,0.008518
17,74988.000000,25012.000000,24,131608.279996,416934664.449286,1554.954436,0.827361,2,3,1,0.011271
18,74939.000000,25061.000000,28,235917.803277,1525315238.853440,2730.982024,0.701841,2,3,1,0.013151
19,80180.000000,19820.000000,31,239322.232006,1273486974.611078,2694.291920,0.816013,1,4,1,0.014876
20,76302.000000,23698.000000,26,239475.481722,1309046383.598741,2764.602680,0.900265,1,4,1,0.017472
21,63967.000000,36033.000000,18,237962.244887,1439607416.866559,3052.575122,0.641509,1,4,1,0.014141
22,73679.000000,26321.000000,28,238151.888845,1423669813.201756,3172.867831,0.673132,1,3,1,0.015931
23,71023.000000,28977.000000,23,234028.974867,1370936048.495194,3384.026242,0.534772,1,3,1,0.020423
24,85758.000000,14242.000000,34,235627.935973,1591959112.831424,2661.279314,0.462409,1,3,1,0.013315
