generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,48965.000000,51035.000000,3,38200.984482,336262289.842760,1438.235890,0.000000,2,4,1,0.005541
1,61128.000000,38872.000000,16,55391.993320,59105177.127519,1402.980095,0.000000,2,4,1,0.003493
2,61365.000000,38635.000000,16,51536.470166,55995762.939002,1362.300205,0.000000,2,4,1,0.006389
3,58937.000000,41063.000000,14,56144.892322,24898902.909813,1443.103887,0.000000,2,4,1,0.005592
4,64619.000000,35381.000000,14,52622.789228,63501671.782902,1378.891638,0.000000,2,4,1,0.003089
5,94196.000000,5804.000000,44,62817.619820,211135.399473,1166.208627,0.000000,2,4,0,0.000016
6,100000.000000,1.000000,50,63131.633837,0.000000,1108.708756,0.000000,2,4,1,0.000000
7,50876.000000,49124.000000,2,38587.624897,441774940.558916,1182.753209,0.000000,2,4,1,0.009056
8,66737.000000,33263.000000,19,62344.208608,1542623.857291,1641.617261,0.000000,2,4,1,0.003872
9,57267.000000,42733.000000,7,54613.996319,71567334.366538,1488.285388,0.000000,2,4,3,0.004407
10,77068.000000,22932.000000,30,64285.367621,998.625682,1240.641675,0.000000,2,4,1,0.001237
11,69943.000000,30057.000000,23,63346.347295,660958.948308,1465.921958,0.000000,2,4,1,0.000878
12,61197.000000,38803.000000,11,55027.802707,160539136.275732,1459.653999,0.000000,2,4,3,0.004240
13,57300.000000,42700.000000,11,46960.267833,208540605.938270,1335.963204,0.000000,2,4,2,0.004950
14,45938.000000,54062.000000,2,31222.313220,405005830.467082,1075.453140,0.000000,2,4,1,0.010653
15,61822.000000,38178.000000,14,52270.493180,123451869.321414,1329.985435,0.000000,2,4,1,0.002725
16,63859.000000,36141.000000,13,48645.265034,203492545.058417,1128.338492,0.000000,2,4,1,0.004024
17,58666.000000,41334.000000,6,45664.489923,130543222.342473,1456.989972,0.000000,2,4,1,0.005628
18,48690.000000,51310.000000,3,42206.734186,284285473.834846,1363.399085,0.000000,2,4,2,0.011214
19,50227.000000,49773.000000,4,40128.848456,200873699.490403,1432.206567,0.000000,2,4,1,0.003999
20,64449.000000,35551.000000,20,58599.274413,16670491.362012,1351.481025,0.000000,2,4,1,0.001485
21,53127.000000,46873.000000,4,48382.514819,186177191.763133,1631.003984,0.000000,2,4,1,0.005321
22,61918.000000,38082.000000,13,49385.147101,121748511.770439,1249.027281,0.000000,2,4,1,0.003067
23,58466.000000,41534.000000,6,48203.947670,187310822.793856,1431.697721,0.000000,2,4,1,0.003895
24,56095.000000,43905.000000,9,53548.145830,67634245.085070,1310.821822,0.000000,2,4,1,0.018742
25,57528.000000,42472.000000,13,58366.782142,23689327.322045,1495.841795,0.000000,2,4,1,0.004518
26,58251.000000,41749.000000,11,42940.722605,237101857.229412,1135.390758,0.000000,2,4,1,0.002795
27,65746.000000,34254.000000,14,62151.759003,161706.639620,1309.989551,0.000000,2,4,1,0.003073
28,58280.000000,41720.000000,14,52848.647382,77680985.593050,1598.896510,0.000000,2,4,1,0.014441
29,57879.000000,42121.000000,13,51797.342317,80246492.068808,1377.566870,0.000000,2,4,1,0.006159
30,56233.000000,43767.000000,4,42694.933755,277343650.891933,1296.195350,0.000000,2,4,1,0.002595
31,76790.000000,23210.000000,23,58306.223733,46640779.923367,1089.628908,0.505058,2,4,1,0.001633
32,64526.000000,35474.000000,16,50985.619287,87840214.926371,1160.692764,0.531181,2,5,1,0.004023
33,68548.000000,31452.000000,19,55853.695750,79073938.896236,1129.194371,0.645275,2,5,1,0.003228
34,47570.000000,52430.000000,2,35649.278916,457741836.075973,1121.414800,0.507776,2,5,1,0.008362
35,53170.000000,46830.000000,2,38144.654822,491767560.920044,1005.321509,0.557151,2,5,1,0.005608
36,61774.000000,38226.000000,7,48910.813810,290515288.852916,1141.979935,0.436402,2,5,1,0.002199
37,47299.000000,52701.000000,2,35242.629166,538799384.520716,952.034752,0.662134,2,5,1,0.003163
38,56291.000000,43709.000000,2,40357.247768,462687245.946035,1043.517563,0.585657,2,5,1,0.002006
39,64886.000000,35114.000000,18,57442.369972,42561867.883958,1204.876741,0.691953,2,5,1,0.002199
40,61910.000000,38090.000000,17,60355.012389,49755364.537649,1259.765201,0.508609,4,8,1,0.001102
41,50290.000000,49710.000000,2,34538.545262,432096969.327366,1024.854307,0.546679,4,8,1,0.001647
42,59218.000000,40782.000000,9,45255.143131,269846548.169375,994.011096,0.578312,4,8,1,0.002900
43,55960.000000,44040.000000,2,43834.099423,547344787.885909,1072.564306,0.514232,4,8,3,0.003258
44,73436.000000,26564.000000,29,60901.506312,14576251.620045,1165.522913,0.506205,4,8,2,0.003160
45,54618.000000,45382.000000,2,38017.355947,547850722.999374,1049.135342,0.621963,4,9,1,0.001333
46,50808.000000,49192.000000,5,39237.044481,366426922.063195,1098.323550,0.546135,4,9,1,0.002083
47,55360.000000,44640.000000,6,42700.675199,227748091.817303,1036.231448,0.488791,4,9,2,0.001519
48,47909.000000,52091.000000,4,36501.419073,356305191.187092,1092.547630,0.498932,4,8,1,0.001768
49,75614.000000,24386.000000,24,55269.423994,56633015.143118,950.698768,0.532611,4,8,1,0.001741
50,52662.000000,47338.000000,2,39396.538767,488314619.558926,1084.086198,0.424757,4,8,3,0.001766
51,53698.000000,46302.000000,4,39635.523901,331089424.261189,1107.523465,0.438322,4,8,1,0.001596
52,63298.000000,36702.000000,12,49565.811313,208211160.109016,1048.461270,0.522347,4,8,2,0.002586
53,59052.000000,40948.000000,5,41215.734528,313158490.452235,1065.654869,0.495122,4,8,3,0.001553
54,55620.000000,44380.000000,3,40942.766247,372021232.467162,995.553501,0.564046,4,8,1,0.002528
55,56869.000000,43131.000000,3,40852.846968,412400842.790773,956.403621,0.633840,4,8,1,0.002225
56,56742.000000,43258.000000,2,40916.756468,443700217.388249,1145.722597,0.442830,4,8,1,0.002095
57,55143.000000,44857.000000,5,42694.633637,461889395.571209,1009.928272,0.549909,4,8,1,0.001681
58,46965.000000,53035.000000,2,34004.859082,482712797.836909,1211.956803,0.434127,4,8,1,0.002124
59,58236.000000,41764.000000,8,43610.959133,291902992.635834,1052.455823,0.436224,4,8,1,0.001708
60,61977.000000,38023.000000,5,45162.764965,378184420.279150,1048.589511,0.448646,4,8,1,0.001416
61,58138.000000,41862.000000,6,54104.530740,555075307.185233,955.801444,1.107711,4,8,1,0.004955
62,78747.000000,21253.000000,29,124868.718030,569368275.310133,1250.008346,0.651196,4,7,2,0.006302
63,60368.000000,39632.000000,12,66638.508876,389059759.793321,1139.622398,0.765885,4,7,1,0.006779
64,66178.000000,33822.000000,16,74608.365075,143126387.269819,1129.544810,0.827412,4,7,1,0.006235
65,75128.000000,24872.000000,26,106081.117839,314421104.137917,1151.865665,0.751992,4,7,3,0.005923
66,63901.000000,36099.000000,12,75475.534943,253665736.862480,1167.840626,0.681539,4,7,1,0.006028
67,64506.000000,35494.000000,13,44340.184668,341037979.497046,619.254767,2.263084,3,8,4,0.011404
68,63725.000000,36275.000000,13,41008.532481,579572910.647748,472.053814,2.480405,3,8,1,0.010716
