generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
0,467654.000000,32346.000000,217,249722.351646,1388958.441890,387.144415,2.493045,1,1,1,0.003165,47
0,490903.000000,9097.000000,242,121638.378188,4771986423.845793,93.980111,12.773599,2,4,3,0.018884,56
0,489284.000000,10716.000000,241,64693.460304,4580939159.347072,48.585383,42.886100,1,0,1,0.009135,48
0,499036.000000,964.000000,248,76032.264357,3851477395.504091,47.023572,26.579245,4,1,1,0.027577,34
0,488051.000000,11949.000000,241,62880.585876,3948594934.428052,42.422379,35.920535,2,3,1,0.006632,81
0,496338.000000,3662.000000,246,57304.168143,4401557636.466799,40.604831,54.742589,3,0,3,0.023357,53
0,453359.000000,46641.000000,206,249920.078901,778459.651297,404.810793,2.266688,0,2,1,0.003202,71
0,491310.000000,8690.000000,243,55358.930648,3717124480.363146,33.071877,50.924541,1,0,1,0.018675,62
0,490488.000000,9512.000000,243,63052.058156,3920802741.065599,58.227501,27.372991,7,3,1,0.016419,42
0,479573.000000,20427.000000,237,48834.564578,4305322043.698935,44.949303,74.876786,1,0,3,0.026717,68
0,473374.000000,26626.000000,222,249826.640997,1773240.452220,310.799883,3.190742,3,2,2,0.001757,49
0,458190.000000,41810.000000,204,249852.458702,1728051.102824,374.776103,2.319137,2,2,1,0.004725,91
0,473980.000000,26020.000000,229,155307.504636,1768853115.028956,185.339704,8.688115,1,5,3,0.000308,40
0,468920.000000,31080.000000,216,249642.031674,2600950.473822,387.031321,2.594397,1,0,2,0.001962,46
0,476256.000000,23744.000000,232,106418.488819,2954857429.578058,86.951548,22.132051,1,0,1,0.001319,47
0,492676.000000,7324.000000,245,69448.441456,4941924146.720406,61.553717,39.356214,2,1,1,0.037163,41
0,476058.000000,23942.000000,228,228976.002809,43677078.156298,332.467395,2.729535,0,1,1,0.000275,34
0,464243.000000,35757.000000,211,249875.995937,1390247.491914,390.398958,2.328188,1,3,1,0.002693,56
0,489293.000000,10707.000000,242,79974.153756,4728026316.122733,66.132358,51.139207,4,3,1,0.005470,36
0,448779.000000,51221.000000,201,249887.368475,1349196.701133,399.933876,2.169605,1,2,3,0.001700,98
0,497816.000000,2184.000000,248,76384.140334,2848492320.935064,57.720565,35.545629,1,2,2,0.008605,38
0,478392.000000,21608.000000,229,122663.757664,5096686986.310611,152.615659,11.911737,1,1,1,0.003070,38
0,491873.000000,8127.000000,242,79303.151984,3749314712.199202,66.886227,25.205130,5,0,1,0.016038,41
0,486422.000000,13578.000000,237,249478.971517,3266934.718935,220.713842,4.623084,1,6,1,0.006495,26
0,487417.000000,12583.000000,240,60784.510984,4638909081.109911,53.692096,42.586812,3,1,1,0.013271,40
0,486915.000000,13085.000000,238,151678.831336,2622939432.657825,113.924412,10.762701,1,3,1,0.014174,27
0,487669.000000,12331.000000,237,87161.592534,4495326238.201200,90.684695,22.317703,4,1,1,0.007446,41
0,489261.000000,10739.000000,240,63277.040635,4252684230.524748,51.275286,47.226689,2,3,5,0.012522,50
0,487540.000000,12460.000000,236,249430.309437,6477524.994322,226.438028,4.063006,2,3,1,0.004471,49
0,484209.000000,15791.000000,239,50343.271284,4879765951.415297,38.961623,85.569323,3,3,1,0.012029,63
0,483746.000000,16254.000000,235,93882.368467,4695749681.878755,102.777970,21.435276,1,0,2,0.006695,43
0,467824.000000,32176.000000,219,249318.681500,4808174.935627,377.424867,2.509711,0,1,2,0.002399,42
0,488480.000000,11520.000000,241,54271.838623,4294950001.187855,48.023629,46.332872,1,1,1,0.019596,38
0,490200.000000,9800.000000,242,49328.619801,3877285741.839641,37.434794,61.088788,1,0,1,0.014549,54
0,488851.000000,11149.000000,240,63106.796366,4861846987.155532,61.971937,50.940704,3,8,2,0.015744,52
0,479920.000000,20080.000000,231,176275.748907,1888066616.718446,210.944763,6.644418,2,1,1,0.001982,38
0,471152.000000,28848.000000,220,249913.631712,962359.016526,376.746369,2.415525,2,2,1,0.001755,72
0,490225.000000,9775.000000,242,243474.928560,115791688.111550,85.784665,8.132792,3,2,1,0.007127,21
0,484632.000000,15368.000000,234,82951.608461,5044469422.248183,69.580738,41.127005,3,0,1,0.009033,76
0,484801.000000,15199.000000,240,97809.815337,4032581651.370175,77.340440,25.745859,1,2,1,0.015727,55
0,494145.000000,5855.000000,246,63824.523902,4067217304.801877,51.374154,29.211575,3,1,1,0.016349,32
0,470918.000000,29082.000000,222,249868.839191,1397446.250335,387.354117,2.372231,2,1,2,0.002318,51
0,493869.000000,6131.000000,244,100600.364953,4301411270.186389,66.638885,20.990163,1,3,4,0.040275,28
0,483550.000000,16450.000000,223,249890.748237,1237181.271285,332.214911,2.704344,2,0,2,0.001352,40
0,476059.000000,23941.000000,232,76893.845172,4999696174.981176,69.282583,23.858640,3,1,3,0.008098,109
0,486196.000000,13804.000000,236,119468.925377,3534618301.051406,133.611656,12.895309,2,0,1,0.001218,47
0,488022.000000,11978.000000,239,130221.698409,3407946570.694952,143.275820,7.719535,4,1,1,0.000300,61
0,486776.000000,13224.000000,240,66055.602192,4919323665.978451,66.824923,35.012300,2,4,1,0.024786,63
0,466731.000000,33269.000000,220,249106.475246,5716004.586254,363.242232,3.209157,2,1,1,0.003173,43
0,473702.000000,26298.000000,222,148116.695926,1987364873.446188,142.239967,7.412809,4,1,1,0.003195,59
0,483078.000000,16922.000000,237,99887.900054,4850842996.040978,85.968332,13.789027,1,2,1,0.008811,96
0,478289.000000,21711.000000,226,249121.778269,2330995.952108,370.309516,2.406113,3,1,1,0.000871,41
0,478859.000000,21141.000000,229,124177.256804,2318290864.166074,141.548082,7.417561,2,2,1,0.002025,58
0,492840.000000,7160.000000,244,81545.606827,3238454640.416135,49.110643,36.228779,3,2,3,0.011851,42
0,466025.000000,33975.000000,220,248875.124545,6744153.763198,342.678461,3.112819,2,3,2,0.002343,41
0,487438.000000,12562.000000,238,72076.497442,5311713146.354366,57.810443,34.630632,4,1,1,0.036179,42
0,487693.000000,12307.000000,240,132526.062186,1098348076.004672,54.877226,16.048285,2,2,1,0.006934,25
0,488270.000000,11730.000000,241,75645.394275,5159002021.590819,53.707012,20.607572,2,3,1,0.008099,56
0,490832.000000,9168.000000,241,149142.981900,2019884243.023694,71.179966,14.444397,1,2,2,0.006969,30
0,470218.000000,29782.000000,226,248919.587602,4501601.630576,369.641215,2.616120,0,5,1,0.002666,33
0,485303.000000,14697.000000,236,193444.897298,220915936.674140,76.804961,12.338358,2,6,4,0.009557,31
0,484591.000000,15409.000000,237,85666.995381,4709082427.388104,74.579419,17.885465,4,1,4,0.023010,71
0,471261.000000,28739.000000,223,247750.326310,9657658.271175,369.041594,2.596977,0,4,1,0.001125,35
0,490195.000000,9805.000000,243,102236.239752,2984937731.030114,49.410497,19.881701,3,2,1,0.011263,26
0,478958.000000,21042.000000,237,54908.020413,4370508912.885246,52.304577,41.730833,3,3,4,0.019180,83
0,461742.000000,38258.000000,215,248151.607428,8557233.060627,385.127645,2.603301,0,1,2,0.001513,43
0,477525.000000,22475.000000,222,249821.942305,1466687.411551,379.487741,2.292234,2,1,1,0.001116,39
0,488916.000000,11084.000000,241,80923.317252,4704556538.070450,61.318012,19.832436,4,5,1,0.018607,79
0,483415.000000,16585.000000,237,97869.989426,3802302655.691848,100.151851,12.543954,3,1,2,0.006408,74
0,479038.000000,20962.000000,228,237714.421767,20505217.111121,335.013257,2.673289,1,0,3,0.000434,38
0,481930.000000,18070.000000,229,243269.341378,76581256.231391,151.345812,5.999366,2,1,2,0.005297,43
0,472464.000000,27536.000000,224,234890.501577,292949644.216327,307.147996,3.986979,1,1,1,0.003301,32
0,460480.000000,39520.000000,210,249589.751645,3317854.636054,388.872949,2.600946,0,2,2,0.001579,52
0,441978.000000,58022.000000,190,249698.806877,4315088.053672,415.579406,2.051276,2,5,2,0.001761,88
0,485904.000000,14096.000000,240,53035.735095,4289392804.722988,44.049225,52.101513,2,0,1,0.019470,46
0,477190.000000,22810.000000,227,233770.490688,248292739.795600,323.897324,3.569342,1,1,1,0.001607,28
0,487016.000000,12984.000000,241,117325.411049,3114404169.106118,106.345981,17.929098,2,2,1,0.001971,41
0,457901.000000,42099.000000,200,249585.543644,5161963.956378,362.114648,2.335694,1,3,1,0.001751,96
0,493356.000000,6644.000000,245,84752.510669,4068370229.939279,50.535441,21.343687,2,5,2,0.017897,41
0,486803.000000,13197.000000,241,157916.147854,1429488598.700938,91.433557,12.035350,1,1,1,0.007367,25
0,454726.000000,45274.000000,205,249870.120244,1509771.110335,397.357062,2.274616,1,3,3,0.002115,65
0,481523.000000,18477.000000,236,77483.970601,4394474468.492148,69.888745,31.210870,2,1,1,0.008716,52
