generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
0,179126.000000,20874.000000,77,243506.280019,66551813.875844,991.824323,1.008853,1,1,1,0.009511,25
0,184213.000000,15787.000000,86,124562.730716,2456054391.807614,194.405927,7.505138,2,4,3,0.026878,34
0,183085.000000,16915.000000,87,102488.282559,3380581205.181465,133.015558,17.540210,1,0,1,0.017169,36
0,184401.000000,15599.000000,89,129655.061660,2780931727.798275,122.972109,15.222001,4,1,1,0.045086,35
0,189673.000000,10327.000000,94,50014.563500,4222975226.221085,118.874906,22.346266,2,3,1,0.040101,35
0,177907.000000,22093.000000,82,61820.651872,4644198743.307839,131.776883,21.738518,3,0,3,0.016338,72
0,161465.000000,38535.000000,67,248451.915026,10844839.395943,1238.042799,0.779790,0,2,1,0.009925,41
0,185057.000000,14943.000000,88,88165.497997,5167270833.697657,106.468356,18.705622,1,0,1,0.020564,44
0,187298.000000,12702.000000,89,89068.356295,2986632072.961811,94.503396,18.483720,7,3,1,0.027795,33
0,185546.000000,14454.000000,89,86525.412544,2011838395.801032,83.147818,27.169879,1,0,3,0.032000,38
0,179179.000000,20821.000000,80,244472.345177,55594518.479578,800.797232,1.731336,3,2,2,0.009597,39
0,169545.000000,30455.000000,70,245854.048330,43325271.272326,1097.862473,0.821873,2,2,1,0.006402,36
0,177433.000000,22567.000000,80,173550.555444,944835635.493547,625.873311,2.388688,1,5,3,0.000992,31
0,176866.000000,23134.000000,77,245792.878438,42813463.181394,1084.216723,0.885918,1,0,2,0.010009,30
0,178399.000000,21601.000000,85,142363.751439,2042081607.160246,353.867068,8.399648,1,0,1,0.001895,35
0,182145.000000,17855.000000,87,152581.104368,1105244052.396273,251.165248,12.541596,2,1,1,0.003722,21
0,162288.000000,37712.000000,62,208830.491136,241288992.865462,1428.647318,0.270164,0,1,1,0.000990,41
0,174879.000000,25121.000000,74,247715.592636,14905485.686707,1145.847994,0.770853,1,3,1,0.006999,32
0,181232.000000,18768.000000,87,129718.072499,1938817735.896979,241.476467,11.997623,4,3,1,0.001715,31
0,159650.000000,40350.000000,58,249863.023599,1515230.881118,1317.262748,0.721557,1,2,3,0.012568,54
0,190278.000000,9722.000000,93,125490.317181,1315926308.025209,132.215836,17.526028,1,2,2,0.004783,23
0,182425.000000,17575.000000,83,177081.204269,1067265479.264892,650.054876,5.136499,1,1,1,0.006449,28
0,192784.000000,7216.000000,95,121090.264692,1507470015.330622,160.488200,13.012910,5,0,1,0.005102,23
0,185385.000000,14615.000000,81,238281.861897,172661692.589359,594.488667,2.214601,1,6,1,0.009709,26
0,187967.000000,12033.000000,92,108306.475493,2629679705.704222,161.010690,15.798908,3,1,1,0.017745,37
0,182427.000000,17573.000000,82,132149.794983,3617708081.328176,334.795523,5.052765,1,3,1,0.012558,27
0,172594.000000,27406.000000,76,77916.417201,5593742607.746142,215.666186,14.836791,4,1,1,0.016773,45
0,188514.000000,11486.000000,91,101837.878054,2421098778.696444,159.235927,18.473711,2,3,5,0.018444,26
0,186371.000000,13629.000000,84,204700.883940,570966831.034208,537.607572,2.093387,2,3,1,0.008041,30
0,191758.000000,8242.000000,94,39529.716186,4720583247.071335,99.786044,52.645564,3,3,1,0.011860,42
0,182620.000000,17380.000000,84,133409.856516,2307596169.636802,263.972547,11.122900,1,0,2,0.003912,35
0,170830.000000,29170.000000,75,244991.514461,40162684.677960,1099.359060,0.898651,0,1,2,0.004152,31
0,187849.000000,12151.000000,89,105941.040697,2080626955.627071,128.582997,16.996558,1,1,1,0.023179,35
0,185938.000000,14062.000000,87,153428.432575,476244634.382484,123.549442,24.766590,1,0,1,0.030481,28
0,187582.000000,12418.000000,87,122715.203514,1403999977.161017,134.402694,20.251101,3,8,2,0.007887,31
0,184374.000000,15626.000000,86,167681.708682,1226201802.016464,572.668190,2.618066,2,1,1,0.003077,24
0,164133.000000,35867.000000,64,249670.228671,3841194.796283,1230.177362,0.840202,2,2,1,0.014774,43
0,182862.000000,17138.000000,85,202563.123590,331876293.712657,235.648687,5.021295,3,2,1,0.010070,34
0,182634.000000,17366.000000,88,104977.807135,2834510510.012620,193.199392,17.526834,3,0,1,0.017545,27
0,184295.000000,15705.000000,89,163474.769679,967797964.850639,552.754153,12.672802,1,2,1,0.013184,29
0,188924.000000,11076.000000,91,75733.413497,3799145628.551957,110.340312,16.422193,3,1,1,0.042720,38
0,170016.000000,29984.000000,72,246007.465119,50383649.214228,1114.232934,0.802982,2,1,2,0.004617,30
0,189135.000000,10865.000000,90,85511.960874,4989197050.112511,170.402960,12.765324,1,3,4,0.034497,43
0,169109.000000,30891.000000,67,249663.777972,2400895.019749,1202.055177,0.732505,2,0,2,0.008877,39
0,194756.000000,5244.000000,94,131528.678688,1309848560.796299,138.235027,15.520641,3,1,3,0.040921,29
0,188144.000000,11856.000000,89,141275.760619,2118204929.387159,320.533393,7.788325,2,0,1,0.002617,23
0,185013.000000,14987.000000,86,68992.984842,4107144924.444120,195.088306,10.065188,4,1,1,0.006549,42
0,189188.000000,10812.000000,92,113810.964686,1887532481.974028,160.949903,15.596301,2,4,1,0.006732,27
0,176830.000000,23170.000000,76,244482.032319,42082071.064705,972.059339,1.253920,2,1,1,0.006658,26
0,178021.000000,21979.000000,82,123797.003680,1757718116.370184,232.418168,5.577618,4,1,1,0.003668,40
0,183260.000000,16740.000000,87,113191.020923,2039207109.055048,147.401139,12.715064,1,2,1,0.018359,25
0,173819.000000,26181.000000,72,233099.325063,170347546.985403,1018.420786,0.835330,3,1,1,0.003825,30
0,176914.000000,23086.000000,79,75578.444415,5150297251.591106,223.318525,8.279873,2,2,1,0.005779,50
0,185776.000000,14224.000000,89,128990.608226,1308428930.836863,169.862591,16.206437,3,2,3,0.003579,34
0,175272.000000,24728.000000,72,240704.573956,120728158.195407,981.127400,1.354771,2,3,2,0.012013,33
0,189786.000000,10214.000000,92,68936.976651,5274439755.773751,135.465287,19.211180,4,1,1,0.043457,24
0,186380.000000,13620.000000,86,92837.560784,2692041309.268492,145.117256,9.949132,2,2,1,0.016573,30
0,192025.000000,7975.000000,93,84468.441936,3316745573.929566,102.339468,16.798615,2,3,1,0.050760,20
0,183524.000000,16476.000000,81,157841.196237,1710846528.002812,292.240969,7.644604,1,2,2,0.011387,33
0,181377.000000,18623.000000,83,238604.250305,98745537.507694,993.563989,0.973919,0,5,1,0.005392,22
0,187023.000000,12977.000000,86,108234.349875,4188222381.895881,179.823311,8.277949,2,6,4,0.013351,25
0,184731.000000,15269.000000,85,131895.201755,1269833646.755543,138.512518,9.401359,4,1,4,0.024962,38
0,175259.000000,24741.000000,76,231310.243565,173659956.258517,973.388921,0.965891,0,4,1,0.004796,27
0,186323.000000,13677.000000,88,121086.041323,1488035642.642587,204.470746,14.320402,3,2,1,0.018561,25
0,190857.000000,9143.000000,92,149436.353613,836309084.151901,140.055699,12.851563,3,3,4,0.003052,23
0,174949.000000,25051.000000,74,240988.592947,38442294.337118,1017.368233,0.863294,0,1,2,0.004489,29
0,176402.000000,23598.000000,75,244019.966902,53253180.125548,1002.382769,0.921520,2,1,1,0.006364,33
0,185553.000000,14447.000000,88,69650.755886,4753239909.877311,140.028203,14.395377,4,5,1,0.034576,38
0,180855.000000,19145.000000,86,115766.217738,1882162097.643249,182.261065,10.774052,3,1,2,0.030305,34
0,165771.000000,34229.000000,66,212704.299242,311816090.960726,1422.682974,0.302273,1,0,3,0.001133,36
0,182004.000000,17996.000000,85,144513.249487,2319699341.034241,269.361613,4.254082,2,1,2,0.011229,34
0,178232.000000,21768.000000,80,214885.775707,215918023.622328,832.157285,1.751692,1,1,1,0.010606,26
0,178322.000000,21678.000000,81,242406.608896,105682514.383341,1029.319311,0.922488,0,2,2,0.018856,21
0,167035.000000,32965.000000,68,248568.449504,15826916.247185,1249.787565,0.756944,2,5,2,0.005304,36
0,184884.000000,15116.000000,85,129520.980792,1196313709.273694,134.096790,14.626359,2,0,1,0.004264,40
0,179958.000000,20042.000000,82,229144.836213,129897323.929231,888.019507,1.225280,1,1,1,0.006010,20
0,178293.000000,21707.000000,84,121196.446315,2575939343.841994,266.939995,11.117634,2,2,1,0.002764,33
0,174365.000000,25635.000000,70,249410.960848,9491356.937276,1074.589396,1.071929,1,3,1,0.007700,44
0,183671.000000,16329.000000,87,71191.025198,4390127919.872338,118.899689,13.911844,2,5,2,0.037790,37
0,189623.000000,10377.000000,90,110484.697642,4985260980.100127,277.300661,8.400703,1,1,1,0.025301,25
0,165064.000000,34936.000000,68,247175.413156,19286552.211165,1187.945215,0.807348,1,3,3,0.007348,39
0,179971.000000,20029.000000,84,111727.827666,2792346789.062332,241.193295,11.420520,2,1,1,0.007705,31
0,172700.000000,27300.000000,77,243525.742702,56189094.563171,1098.566159,0.893597,0,2,1,0.009801,28
0,176353.000000,23647.000000,77,229262.526673,93133067.357678,944.442833,0.875274,0,1,3,0.002458,29
0,186065.000000,13935.000000,89,151387.152711,860247473.399362,171.483448,13.608064,2,2,1,0.002948,26
0,184582.000000,15418.000000,87,139825.661664,1721260209.862611,344.173335,8.036201,3,0,1,0.001091,24
0,186137.000000,13863.000000,90,61804.571596,4439328387.629681,126.635961,19.510974,2,1,1,0.020471,55
0,168437.000000,31563.000000,71,213562.032651,453126091.240447,820.375269,1.162705,3,1,1,0.004443,31
0,182148.000000,17852.000000,86,163336.146191,1042388510.735977,280.234349,7.297451,2,2,2,0.003292,33
0,175847.000000,24153.000000,74,215854.759089,255672460.890569,1407.181412,0.275843,2,2,3,0.000980,27
0,176589.000000,23411.000000,73,244432.967461,36942420.170898,1044.452340,1.084446,1,1,3,0.006900,33
0,171048.000000,28952.000000,70,244366.430208,47251231.171590,1055.298977,0.932505,0,1,2,0.007886,33
0,191744.000000,8256.000000,92,87308.898225,2559925627.793842,121.223418,15.951538,3,1,1,0.039102,27
