generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,80481.000000,19519.000000,31,223062.138790,1577654519.868195,2682.236171,0.381683,4,7,1,0.022128
1,82316.000000,17684.000000,31,232794.308451,1597577615.879003,2901.191583,0.363066,4,7,1,0.014258
2,88208.000000,11792.000000,36,232819.145669,1703753845.571987,2372.649286,0.430912,4,8,1,0.035721
3,77787.000000,22213.000000,29,239213.488187,1322568720.978415,3109.953006,0.529513,5,8,1,0.008412
4,69708.000000,30292.000000,26,232273.434311,1562118308.227462,3434.739713,0.599134,5,8,1,0.014488
5,90907.000000,9093.000000,41,238247.614393,1410272994.358834,2341.889577,0.610146,5,8,1,0.005602
6,76203.000000,23797.000000,27,234838.336743,1765123518.904721,2866.601071,0.530822,5,8,1,0.022296
7,75274.000000,24726.000000,24,236890.396139,1579192835.330902,2993.301085,0.665291,5,8,1,0.013896
8,79317.000000,20683.000000,25,237258.947812,1400662116.097393,2851.285397,0.694759,5,8,1,0.020494
9,75852.000000,24148.000000,28,235240.988160,1678603219.767448,2784.855322,0.660373,5,8,1,0.019125
10,75314.000000,24686.000000,23,237815.458491,1425727291.829422,2771.952881,0.552395,5,8,1,0.018530
11,75769.000000,24231.000000,26,217726.679853,1514189615.962143,2412.790735,0.628317,5,8,1,0.020587
12,82088.000000,17912.000000,35,215728.175313,2008464777.954910,1975.715668,0.654100,5,8,1,0.014774
13,92700.000000,7300.000000,42,217747.164839,1424408105.467320,1942.119843,0.813430,5,8,1,0.012633
14,89753.000000,10247.000000,40,229991.533674,1497861564.595369,2289.713658,0.660583,5,8,1,0.028419
15,83034.000000,16966.000000,33,230060.206647,1542031431.679744,2374.779637,0.563169,5,8,2,0.017992
16,75952.000000,24048.000000,25,91196.105035,117340549.268427,1182.046956,1.966370,5,8,1,0.009897
17,82504.000000,17496.000000,30,87043.968722,231911753.457074,976.607499,2.551613,5,8,1,0.009354
18,82929.000000,17071.000000,32,114122.395700,220930601.301509,1457.339443,2.273703,5,8,1,0.012380
19,75381.000000,24619.000000,28,103441.331940,217197681.235964,1179.452307,1.180947,5,8,1,0.013005
20,70853.000000,29147.000000,23,61908.274772,706145662.400872,755.526460,3.454557,5,8,1,0.008481
21,77361.000000,22639.000000,29,117843.125217,376839044.015569,1512.507610,1.555060,5,8,1,0.010052
22,78809.000000,21191.000000,31,83200.058438,863005516.778957,1029.929250,4.043146,5,8,1,0.016289
23,82602.000000,17398.000000,34,117830.042017,280162207.154449,1431.557085,1.848006,5,8,1,0.007270
24,81920.000000,18080.000000,32,117881.270150,342432816.012217,1410.816143,1.560942,5,8,1,0.010743
25,77109.000000,22891.000000,28,118767.118044,653106630.434481,1548.186764,1.524037,5,8,1,0.011598
26,86618.000000,13382.000000,35,95577.590067,215660984.333467,1085.106135,3.164186,5,8,1,0.006532
27,78846.000000,21154.000000,30,93239.732787,333015229.856692,1168.913097,2.252693,5,8,1,0.009665
28,91534.000000,8466.000000,42,140855.411358,647600704.116799,1552.958137,2.263554,5,8,2,0.007709
29,90805.000000,9195.000000,41,164235.096974,1333848781.784883,1418.409090,1.510195,5,8,2,0.003155
30,76894.000000,23106.000000,25,61716.665455,776641999.404188,623.020924,2.549045,5,8,2,0.014297
31,79402.000000,20598.000000,32,105751.883678,166772538.569389,1288.584338,2.951664,5,8,1,0.013000
32,78140.000000,21860.000000,28,78251.295706,644540927.192658,795.007350,2.655922,5,8,2,0.007070
33,80704.000000,19296.000000,31,79935.120473,293920970.355370,884.246708,2.518575,5,8,2,0.010615
34,81307.000000,18693.000000,29,35386.851834,570613329.852890,331.072685,6.721435,4,9,2,0.007597
35,72370.000000,27630.000000,22,66984.178205,642033539.699618,822.792595,2.308756,4,9,2,0.016308
36,77397.000000,22603.000000,24,68529.497608,444310706.853661,924.551327,3.832630,4,9,2,0.015316
37,73965.000000,26035.000000,24,79628.624148,796301899.307187,1020.158977,2.253498,4,9,2,0.009485
38,77051.000000,22949.000000,27,80344.470575,237075284.406578,871.494261,1.975853,4,9,2,0.009228
39,75897.000000,24103.000000,22,68760.136268,462018615.841921,751.663223,1.877477,4,9,2,0.007149
40,80188.000000,19812.000000,32,153955.905161,1145779932.605729,1627.954970,0.924977,4,9,2,0.007669
41,83785.000000,16215.000000,30,142313.701916,670016467.329172,1558.566941,1.035987,4,9,2,0.012549
42,70460.000000,29540.000000,25,120026.244931,336494130.738457,1403.648458,0.925646,4,9,2,0.012500
43,71334.000000,28666.000000,23,126660.526651,504446375.306515,1486.970011,0.910436,4,9,2,0.009807
44,84830.000000,15170.000000,35,150290.732623,711782223.742403,1646.087999,1.137249,4,9,1,0.012656
45,77478.000000,22522.000000,28,108812.722365,778513977.742638,1109.263203,1.581216,3,6,2,0.023575
46,82530.000000,17470.000000,37,207024.320181,2224518695.869961,1833.569564,1.030174,3,6,1,0.007093
47,95061.000000,4939.000000,43,193753.599611,1905261883.000030,1353.783601,1.157185,3,6,1,0.011849
48,76588.000000,23412.000000,30,147124.619057,1008064919.306906,1858.597341,1.312227,3,6,2,0.022974
49,84930.000000,15070.000000,33,171798.123018,1471515544.464512,1363.691454,1.418938,3,6,3,0.014099
50,80882.000000,19118.000000,30,187181.866976,1694663651.477006,1659.186646,1.002452,3,6,3,0.017890
51,79405.000000,20595.000000,30,168928.414054,1674606015.113111,1421.359912,1.150905,3,6,1,0.013427
52,75774.000000,24226.000000,27,205141.415307,2038601382.480560,1497.034732,1.002639,3,6,2,0.026770
53,73405.000000,26595.000000,23,149758.607062,983653376.753341,1497.458736,1.314265,3,6,3,0.020057
54,75804.000000,24196.000000,26,201647.061487,2648077041.326506,1970.343783,1.302376,3,6,1,0.022276
55,81811.000000,18189.000000,31,196163.155770,1320011315.620624,1662.986276,1.118054,3,6,2,0.020561
56,78061.000000,21939.000000,26,165599.045931,968120624.738107,1535.394136,1.581601,3,6,3,0.016496
57,79240.000000,20760.000000,29,176482.911365,1902783516.765975,1535.870738,1.310747,3,6,1,0.023137
58,78203.000000,21797.000000,28,147392.038254,1869034006.476533,1410.674287,1.538215,3,6,1,0.017155
59,84395.000000,15605.000000,34,174292.455053,2120241078.350734,1349.972357,1.281914,3,6,2,0.018933
60,78115.000000,21885.000000,29,161413.647393,919499281.589576,1550.574844,1.273450,3,6,2,0.018390
61,82561.000000,17439.000000,29,187354.124028,1867664123.398281,1498.117270,1.204197,3,6,2,0.017569
62,88609.000000,11391.000000,37,150578.487217,1306021783.438617,1211.156052,1.789409,3,6,1,0.013760
63,76264.000000,23736.000000,29,173273.328664,1265253827.134902,1619.147122,1.275530,3,6,3,0.018815
64,79973.000000,20027.000000,32,165762.845585,1640364641.603957,1276.771404,1.286609,3,6,1,0.026981
65,73177.000000,26823.000000,28,160123.611757,1167582607.137893,1688.004649,0.923737,3,6,1,0.019204
66,84899.000000,15101.000000,35,175049.815799,2386287766.919337,1479.375940,1.288478,3,6,2,0.018493
67,74937.000000,25063.000000,26,120059.563494,354626129.660872,1152.180123,1.268597,3,6,1,0.013905
68,73669.000000,26331.000000,25,167979.747493,1642780055.231631,1748.453019,0.919341,3,6,2,0.016930
69,76049.000000,23951.000000,29,187446.676348,1112552333.080572,1839.797466,1.034618,3,6,2,0.030915
70,83750.000000,16250.000000,32,186651.567220,1701962289.612784,1214.923044,1.148095,3,6,1,0.017693
71,75146.000000,24854.000000,27,195811.950748,1718542657.997697,1864.281022,0.834525,3,6,1,0.025171
72,82757.000000,17243.000000,36,214146.554613,1767857275.328934,2011.751773,0.668587,3,6,1,0.016715
73,79080.000000,20920.000000,29,191824.719280,1285038585.171009,1797.744536,0.836300,3,6,2,0.012196
74,77397.000000,22603.000000,24,211975.070384,2713396225.256425,2009.176367,0.841325,3,6,1,0.011914
75,77465.000000,22535.000000,27,199430.420582,2653908103.035263,1675.717719,0.767440,3,6,1,0.033733
76,80910.000000,19090.000000,30,198001.109338,1477744562.084555,2097.595694,0.933974,3,6,3,0.019138
77,76613.000000,23387.000000,27,166662.606130,2765912158.122315,1268.435335,1.104829,3,6,2,0.018482
78,89698.000000,10302.000000,41,168194.210183,1601848949.349644,1356.688898,1.071309,3,6,1,0.010704
79,77698.000000,22302.000000,31,184308.433723,1477580145.750060,1757.554474,0.854086,3,6,3,0.010938
80,75879.000000,24121.000000,27,169462.226005,1526358273.596059,1502.246106,0.954522,3,6,1,0.022740
81,75590.000000,24410.000000,28,203259.255182,1400235721.421997,2076.831667,0.695127,3,6,1,0.024367
82,77552.000000,22448.000000,29,203943.063563,1493606831.054289,2132.287366,0.640945,3,6,1,0.018552
83,80191.000000,19809.000000,32,191856.056788,2519079490.216872,1906.977201,0.838317,3,6,1,0.014323
84,84487.000000,15513.000000,33,214293.376204,1802085036.356160,2060.567312,0.765021,3,6,3,0.018483
85,73313.000000,26687.000000,26,186439.884752,1533768089.281638,1925.133174,0.787992,3,3,1,0.017199
86,79889.000000,20111.000000,31,168767.549902,1427313965.262597,1207.281917,1.082661,3,3,1,0.016126
87,75936.000000,24064.000000,29,150682.556546,975340580.845179,1297.987940,0.995469,3,3,1,0.018512
88,80531.000000,19469.000000,32,166659.676364,2033687716.228914,1672.180225,1.069266,3,3,3,0.018677
89,78084.000000,21916.000000,28,136033.421356,562000693.387519,1119.980027,1.302363,3,3,3,0.018227
90,73456.000000,26544.000000,25,130647.907135,452919272.557794,1178.527345,1.085236,3,3,1,0.013573
91,76245.000000,23755.000000,25,166278.656331,998191117.949761,1354.973089,1.011915,3,3,1,0.010776
92,71348.000000,28652.000000,25,145870.759466,1813993839.220071,1230.203800,1.024575,3,3,1,0.018718
93,74406.000000,25594.000000,22,182952.005779,1510842777.057634,1817.713255,0.710689,3,3,3,0.014227
94,80430.000000,19570.000000,32,154577.810160,908785368.411963,1611.588265,1.173362,3,3,3,0.012694
95,85434.000000,14566.000000,35,174103.757241,1199653987.843320,1742.829542,1.249554,3,3,2,0.024866
96,79397.000000,20603.000000,29,154241.364241,610316089.991690,1251.172525,1.059231,3,3,1,0.012971
97,80364.000000,19636.000000,30,171168.942353,1363590743.970678,1444.295104,0.819582,3,3,1,0.016604
98,78920.000000,21080.000000,31,207504.213590,1799777654.149004,1771.918801,0.838485,3,3,1,0.022498
99,78787.000000,21213.000000,29,163997.478932,1678494688.507901,1493.661371,1.334645,3,3,1,0.018107
100,83899.000000,16101.000000,37,194265.153337,2015199839.647268,1691.573903,1.074027,3,3,1,0.012130
101,77134.000000,22866.000000,27,172044.821748,1001798447.636696,1574.115503,1.020992,3,3,1,0.019504
102,83028.000000,16972.000000,33,162477.909600,1815989069.530761,1383.793119,1.278420,3,3,3,0.017950
