generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
1,65816.000000,34184.000000,20,57174.670210,23530836.238632,1234.029195,0.510060,3,5,1,0.007725,30
1,54397.000000,45603.000000,12,54883.257439,129034310.116176,1336.621942,0.374667,3,4,1,0.003627,38
2,60388.000000,39612.000000,9,47174.264730,186270517.972667,955.739974,0.713984,3,4,1,0.005788,41
3,72691.000000,27309.000000,20,55402.130434,84993488.792466,1005.956052,0.584321,3,4,1,0.003619,30
4,61331.000000,38669.000000,12,56455.639128,98413421.856367,1224.509711,0.466544,3,4,1,0.005568,38
5,58786.000000,41214.000000,9,48355.689896,249926451.306284,1231.369212,0.471401,3,4,1,0.003903,41
6,57533.000000,42467.000000,13,56475.165989,104299460.913613,1388.850286,0.416775,3,4,1,0.003468,37
7,63237.000000,36763.000000,15,55998.284005,32684517.723106,1227.283435,0.492663,3,4,1,0.005814,35
8,59712.000000,40288.000000,11,53915.842054,118537929.905653,1138.444820,0.503695,3,4,1,0.005827,39
9,54609.000000,45391.000000,6,45197.129030,176089260.404561,1394.367983,0.526995,3,4,1,0.006902,44
10,67019.000000,32981.000000,17,51019.415810,129051653.914571,939.153453,0.691393,3,4,1,0.004607,33
11,56615.000000,43385.000000,11,58407.940489,42866969.746153,1839.505477,0.563949,3,4,1,0.006278,39
12,63418.000000,36582.000000,18,50388.261467,153782718.913817,1074.955452,0.417127,3,4,1,0.009077,32
13,71438.000000,28562.000000,22,57643.200221,33490066.608862,1104.858847,0.479971,3,4,1,0.004335,28
14,54684.000000,45316.000000,8,50382.415481,64150754.169158,1323.500705,0.468014,3,4,2,0.007313,42
15,62021.000000,37979.000000,9,49394.878053,191370569.373772,1069.720058,0.564753,3,4,1,0.003994,41
16,70037.000000,29963.000000,21,64405.723393,28238567.364976,1330.870767,0.561010,3,4,2,0.004160,29
17,67374.000000,32626.000000,15,55643.959921,120147219.077643,1082.122909,0.655072,3,4,1,0.006250,35
18,64509.000000,35491.000000,12,58651.350732,27476222.754137,1313.788045,0.493415,3,4,2,0.003242,38
19,69496.000000,30504.000000,18,56680.216947,76234273.699979,1110.697154,0.571309,3,4,1,0.004943,32
20,64939.000000,35061.000000,17,54124.699746,116533681.338360,1191.227588,0.324337,3,4,1,0.004829,33
21,61045.000000,38955.000000,13,51974.785188,133965162.885093,1243.375587,0.462648,3,4,1,0.004916,37
22,73076.000000,26924.000000,17,62102.400283,51163031.075232,1173.277424,0.492789,3,4,2,0.005307,33
