generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,64385.000000,35615.000000,11,49063.111287,185569949.621207,1153.736614,0.000000,4,2,1,0.002856
1,64483.000000,35517.000000,17,60068.492405,16117294.661268,1406.511700,0.000000,4,2,1,0.002190
2,64583.000000,35417.000000,14,56951.529847,85431829.186374,1389.071952,0.000000,4,2,1,0.002574
3,57258.000000,42742.000000,13,52695.164784,49638560.611381,1600.151114,0.000000,4,2,1,0.007737
4,55900.000000,44100.000000,8,49300.464333,81399596.470864,1790.081451,0.000000,4,2,1,0.006432
5,51343.000000,48657.000000,7,45697.086363,245079295.260267,1459.014932,0.000000,4,2,1,0.005358
6,64286.000000,35714.000000,15,57762.513441,22853539.435973,1530.613417,0.000000,4,2,1,0.002845
7,57827.000000,42173.000000,9,52021.926688,95602797.415234,1534.372181,0.000000,4,2,1,0.001580
8,53186.000000,46814.000000,5,50355.242195,161523588.986519,1710.766657,0.000000,3,2,1,0.004889
9,59910.000000,40090.000000,11,50291.151853,164092430.691983,1260.995787,0.000000,3,2,1,0.004792
10,57490.000000,42510.000000,11,48203.473381,103837532.792410,1295.177258,0.000000,3,2,1,0.003357
11,100000.000000,1.000000,50,63325.727623,0.000000,1118.820122,0.000000,3,2,1,-0.000000
12,59856.000000,40144.000000,14,50829.595517,62726481.475695,1251.127833,0.000000,3,2,1,0.004808
13,77032.000000,22968.000000,27,62068.287108,22261128.670212,994.731777,0.580162,3,2,1,0.004684
14,62627.000000,37373.000000,15,59406.824687,23768493.363204,1288.704020,0.367973,3,2,1,0.004785
15,73934.000000,26066.000000,26,61272.409567,12156303.256646,1143.298813,0.484980,3,2,1,0.005258
16,68415.000000,31585.000000,24,59454.495201,31453864.733818,1201.677273,0.559040,3,2,1,0.004681
17,77309.000000,22691.000000,26,61220.300398,51993917.400067,1043.416725,0.529326,3,2,1,0.007053
