generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,100000.000000,1.000000,50,62497.292731,0.000000,1127.958954,0.000000,4,2,1,-0.000000
1,55156.000000,44844.000000,9,50983.420104,54975920.292658,1318.258544,0.000000,4,2,1,0.008261
2,54688.000000,45312.000000,8,44882.628054,199325654.049667,1465.139195,0.000000,4,2,1,0.003228
3,78082.000000,21918.000000,33,63025.047385,0.000000,1231.679461,0.000000,4,2,1,0.000224
4,98058.000000,1942.000000,49,64590.952746,0.000000,1139.747510,0.000000,4,2,1,0.000000
5,50787.000000,49213.000000,4,40566.322688,250588315.042217,1482.644460,0.000000,4,2,1,0.007440
6,49580.000000,50420.000000,4,40700.477033,357782181.545187,1216.376058,0.000000,4,2,1,0.010033
7,60564.000000,39436.000000,13,58263.526409,35588333.184142,1444.510292,0.000000,4,2,1,0.003036
8,58390.000000,41610.000000,12,48976.698582,115751232.264143,1216.838546,0.000000,4,2,1,0.005159
9,57276.000000,42724.000000,8,47340.465354,231873363.095245,1259.100077,0.000000,4,2,1,0.006258
10,46440.000000,53560.000000,2,34527.474200,544334401.896468,1817.137522,0.000000,4,2,1,0.011988
11,65746.000000,34254.000000,16,55757.181451,65192779.669434,1231.725488,0.000000,4,2,1,0.006258
12,56964.000000,43036.000000,5,49517.584744,215449514.027953,1297.424391,0.000000,4,2,1,0.007083
13,62726.000000,37274.000000,15,57922.573284,43572259.496330,1408.544317,0.000000,4,2,1,0.004282
14,65734.000000,34266.000000,16,59269.657660,88528668.213462,1231.311566,0.533336,6,3,1,0.002151
15,62142.000000,37858.000000,16,50005.323007,213462803.521042,983.922345,0.622534,6,3,1,0.002636
16,62961.000000,37039.000000,13,56893.177383,190414432.820339,1252.999175,0.541018,6,3,1,0.003929
17,61894.000000,38106.000000,13,56688.520860,86690131.509850,1347.409898,0.520862,6,3,1,0.002849
18,66514.000000,33486.000000,19,54303.969128,132476315.386786,993.210067,0.654273,6,3,3,0.003826
19,72035.000000,27965.000000,23,60845.230628,31754691.856862,1184.755708,0.555247,6,3,1,0.002486
20,56940.000000,43060.000000,9,51139.877355,273498993.966139,1188.044396,0.517912,6,3,1,0.002902
21,50612.000000,49388.000000,3,41666.946675,344935592.688091,1300.303462,0.378586,6,3,1,0.005302
22,68563.000000,31437.000000,16,55681.066310,102817985.341729,1123.094639,0.486285,6,3,1,0.003109
23,51070.000000,48930.000000,6,40820.234925,308411774.475800,1140.761178,0.443875,6,3,1,0.005095
24,69377.000000,30623.000000,17,52884.032564,177677830.674355,970.758385,0.565924,6,3,1,0.004264
25,59426.000000,40574.000000,7,41872.705023,435151035.530411,899.908056,0.769537,6,3,2,0.005641
26,66399.000000,33601.000000,15,55850.859231,83686047.705376,1043.404027,0.584726,6,3,1,0.004088
27,64493.000000,35507.000000,13,61418.507121,54547678.213920,1476.794010,0.552829,6,3,1,0.002639
28,64860.000000,35140.000000,15,49459.225688,107178856.938257,1053.041829,0.535581,6,3,1,0.003180
29,60488.000000,39512.000000,11,50681.958141,231572232.863284,1121.897524,0.517187,6,3,1,0.003476
30,71393.000000,28607.000000,21,50584.205461,101315519.119351,923.148188,0.783275,6,3,1,0.004130
31,61352.000000,38648.000000,13,51202.194432,158061602.081587,1071.873471,0.577339,6,3,1,0.003447
32,60525.000000,39475.000000,16,55034.292879,70600452.780801,1430.276933,0.428863,6,3,1,0.003226
33,52874.000000,47126.000000,2,38506.263248,492241431.204663,1099.421700,0.458375,6,3,2,0.004590
34,60542.000000,39458.000000,11,47389.125800,185143299.626607,1041.606079,0.622024,6,3,1,0.004579
35,62342.000000,37658.000000,12,48788.219767,286970137.126901,1057.847467,0.598698,6,3,1,0.003640
36,55362.000000,44638.000000,4,43200.994187,301511469.707206,1207.114104,0.471818,6,3,2,0.003619
37,64773.000000,35227.000000,11,49507.398556,322702063.029068,1011.499269,0.518186,6,3,2,0.004669
38,75266.000000,24734.000000,26,61190.696420,10971241.104364,1031.198305,0.712059,6,3,1,0.003121
39,67185.000000,32815.000000,20,57804.046533,58871918.474145,1117.892571,0.569976,6,3,1,0.002955
40,100000.000000,1.000000,50,65340.213981,2176029.693788,916.726951,0.573240,6,3,0,0.000000
