generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,24553.000000,25447.000000,2,49885.475669,1293112458.932754,2881.057245,0.956798,3,0,1,0.036785
1,22092.000000,27908.000000,2,36731.307234,652581498.048798,5228.383058,1.003342,3,0,1,0.054906
2,23122.000000,26878.000000,2,49122.741101,743760094.606451,4939.349224,1.166497,3,0,1,0.058604
3,23284.000000,26716.000000,2,44841.750937,1438582339.831285,3506.991154,0.974140,3,0,1,0.055139
