generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
1,65130.000000,34870.000000,16,49817.508490,91363869.580560,642.459425,0.000000,5,1,1,0.002491,34
1,100000.000000,1.000000,50,57854.383939,4576121.563729,502.990407,0.000000,5,1,1,0.002336,0
2,77846.000000,22154.000000,28,233679.677515,1721169594.149922,2848.484782,0.015424,5,1,1,0.014963,22
3,79999.000000,20001.000000,30,230523.596505,2177828744.244366,2750.900751,0.003702,5,1,1,0.019657,20
4,75130.000000,24870.000000,28,230025.142489,2331764427.968099,2934.669333,0.002331,5,1,1,0.014158,22
5,78518.000000,21482.000000,31,237976.034846,1432534459.794558,2823.871479,0.001752,5,1,1,0.017981,19
6,70934.000000,29066.000000,23,229640.817501,2126019208.153723,3002.947689,0.000226,5,1,1,0.014412,27
7,80576.000000,19424.000000,32,227061.659331,2150004374.142288,2635.869567,0.002952,5,1,1,0.016381,18
8,85459.000000,14541.000000,34,232553.783423,1856993288.809178,2366.669627,0.000111,5,1,1,0.017403,16
9,83334.000000,16666.000000,33,233371.778834,1964685844.826510,2521.344254,0.003857,4,1,2,0.014978,17
10,74115.000000,25885.000000,31,233863.000601,1910166625.506532,2964.990136,0.000516,4,1,1,0.007936,19
11,78714.000000,21286.000000,30,233731.237690,1764928763.697414,2612.133586,0.021928,4,1,1,0.016704,20
12,77746.000000,22254.000000,30,231736.411992,1941889883.000304,2631.983507,0.003298,4,1,2,0.017346,20
13,77112.000000,22888.000000,30,170981.799399,1476996697.538191,1858.522120,0.000000,4,1,1,0.026981,20
14,80317.000000,19683.000000,31,183373.131525,1189669265.393826,1989.580430,0.000000,3,0,1,0.013965,19
15,83275.000000,16725.000000,29,195984.609188,1871937698.635913,1974.337855,0.000000,3,0,2,0.013444,21
16,71920.000000,28080.000000,26,166452.800223,1268481023.308705,2103.361363,0.000000,3,0,1,0.013764,24
17,66655.000000,33345.000000,23,182935.988227,2799389289.348915,3182.752926,0.000000,3,0,1,0.016083,27
18,68901.000000,31099.000000,18,111442.999187,286728105.805182,2358.543094,0.000000,3,0,2,0.015178,32
19,73279.000000,26721.000000,22,56678.654057,471640443.524599,657.426577,0.000000,3,0,3,0.017067,28
20,75870.000000,24130.000000,25,106221.756772,617999067.183090,1653.580777,0.000000,3,0,1,0.020652,25
21,77742.000000,22258.000000,25,79316.345833,367787930.069445,999.634154,0.000000,3,0,1,0.008130,25
22,86036.000000,13964.000000,37,114679.881484,370637977.503581,1444.021796,0.000000,3,0,2,0.011509,13
23,72112.000000,27888.000000,28,104790.304134,309098173.719985,1384.736752,0.000000,3,0,1,0.013440,22
