generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
1,61376.000000,38624.000000,13,54489.964300,75098581.072340,1542.538090,0.000000,4,2,1,0.002401,37
1,98564.000000,1436.000000,47,63588.876896,2544800.189170,914.653008,0.693300,4,2,1,0.003014,3
2,63618.000000,36382.000000,15,58269.349027,29210916.748399,1378.354916,0.380194,4,2,1,0.003570,38
3,60192.000000,39808.000000,13,61925.962028,25895447.737131,1201.160021,0.403092,4,2,1,0.003019,38
4,55761.000000,44239.000000,16,60214.627241,8748711.222308,1667.776953,0.521747,4,2,1,0.004504,36
5,64075.000000,35925.000000,19,52515.185437,106719153.715923,1142.473884,0.448522,4,2,1,0.002199,35
6,87690.000000,12310.000000,40,67722.661994,3289406.781646,1037.946718,0.545157,5,2,1,0.003113,11
7,73140.000000,26860.000000,21,58164.973896,27528827.602750,1099.483326,0.486508,6,1,1,0.003177,32
8,71748.000000,28252.000000,22,61067.652759,43488301.101902,1161.198690,0.514493,6,1,1,0.002513,32
9,75165.000000,24835.000000,22,59907.925439,60995741.450390,1062.214318,0.516081,5,1,1,0.002793,30
10,70152.000000,29848.000000,18,58251.385483,68447869.660266,1108.610234,0.540276,5,1,1,0.003258,34
11,64991.000000,35009.000000,16,51596.109494,162282371.406982,975.349687,0.631579,5,1,1,0.004842,40
12,67227.000000,32773.000000,20,62797.436611,17316198.964952,1205.092248,0.454909,5,1,1,0.004251,32
13,62679.000000,37321.000000,16,52707.289309,164946995.507393,1203.685050,0.480303,5,1,1,0.003143,38
14,76162.000000,23838.000000,23,60167.846910,24462049.852240,1079.381428,0.581480,5,1,1,0.002676,28
15,54576.000000,45424.000000,9,59120.555350,26368811.124016,1598.978173,0.404449,5,1,1,0.005381,44
16,66659.000000,33341.000000,22,58840.702685,62572761.878417,1143.792115,0.691381,5,1,2,0.002388,31
17,61937.000000,38063.000000,16,50670.144418,78167300.725133,1054.024510,0.574158,5,1,1,0.004608,36
18,82847.000000,17153.000000,30,65149.347642,3944118.285525,1046.474619,0.523647,5,1,1,0.002765,23
19,83026.000000,16974.000000,33,233963.307877,1808887153.240220,2685.722678,0.521140,5,1,1,0.016431,19
20,74239.000000,25761.000000,26,234387.705104,1723010649.172218,3126.743246,0.398502,5,1,1,0.020756,27
21,83425.000000,16575.000000,33,233770.260648,1852388822.373581,2763.600848,0.505264,5,1,1,0.012498,19
22,80175.000000,19825.000000,30,234419.893710,1870788120.457458,2906.865408,0.517423,5,1,1,0.014707,21
23,87550.000000,12450.000000,35,235329.204640,1686171046.226657,2655.950686,0.534883,5,1,2,0.016999,15
24,87299.000000,12701.000000,35,235470.925928,1603344630.183844,2207.427292,0.566079,5,1,2,0.010087,19
25,78906.000000,21094.000000,28,231086.993444,1899702643.209617,2926.105931,0.511701,5,1,2,0.012835,24
26,85003.000000,14997.000000,37,232501.682721,1953287629.724020,2411.574341,0.655231,5,1,1,0.012461,15
27,87202.000000,12798.000000,34,234095.903765,1743143020.597754,2257.017715,0.790783,5,1,1,0.012773,17
28,80725.000000,19275.000000,31,231502.752543,1878730838.685148,2341.105650,0.602999,5,1,1,0.014317,19
29,72374.000000,27626.000000,22,233188.771343,1738288736.252975,3472.768427,0.452084,5,1,1,0.011928,31
30,84571.000000,15429.000000,34,235428.136989,1718515383.790379,2533.190849,0.516018,5,1,1,0.014338,16
31,95328.000000,4672.000000,47,233628.313694,1908568707.450137,1964.177215,0.661707,5,1,1,0.003207,3
32,77826.000000,22174.000000,29,227263.907725,1824797289.047565,2820.541921,0.473587,5,1,1,0.022441,23
33,81669.000000,18331.000000,33,233949.491244,1790731438.772525,2237.922171,0.530267,5,1,1,0.009775,20
34,79449.000000,20551.000000,28,234490.247301,1774405930.345328,2753.354459,0.474966,5,1,1,0.025872,23
35,87778.000000,12222.000000,39,233450.923653,1742717657.639187,2241.939653,0.656139,5,1,1,0.019265,12
36,78267.000000,21733.000000,32,233743.170531,1922385282.551080,2849.629577,0.498732,5,1,1,0.016939,18
37,74352.000000,25648.000000,25,228938.023696,2219654920.059641,3204.950437,0.460462,5,1,1,0.014276,27
38,67931.000000,32069.000000,21,232448.139113,1873239611.561906,3189.931274,0.523259,5,1,1,0.017512,31
39,80048.000000,19952.000000,28,230571.314241,1995213554.307111,2708.151692,0.533773,5,1,1,0.012782,23
40,78936.000000,21064.000000,31,234547.491075,1880489558.640996,2682.032217,0.450089,4,2,2,0.017653,24
41,77363.000000,22637.000000,28,233211.325957,1901591397.464089,2824.455959,0.507195,4,2,2,0.017915,23
42,87580.000000,12420.000000,35,233817.022563,1654316031.495378,2394.441234,0.587235,4,2,2,0.018091,15
43,79213.000000,20787.000000,35,229159.683212,2212582621.883774,2457.103951,0.503284,4,2,1,0.015362,16
44,82364.000000,17636.000000,32,234407.451713,1709085792.529293,2534.279405,0.447821,4,2,2,0.010673,21
45,86679.000000,13321.000000,34,227031.182812,2049441043.055585,2251.601120,0.510804,4,2,2,0.012777,17
46,76495.000000,23505.000000,27,230211.203069,1798429231.308066,2756.297798,0.446618,4,2,1,0.025208,25
47,90050.000000,9950.000000,39,233465.515747,1892009783.510635,2224.823274,0.495203,4,2,1,0.012040,14
48,85146.000000,14854.000000,35,233911.494496,1728820888.906650,2515.796006,0.507756,4,2,1,0.015210,17
49,78819.000000,21181.000000,31,233483.959382,1862531264.830420,2807.445658,0.412294,4,2,1,0.011126,21
50,84223.000000,15777.000000,33,227696.883661,2088127447.561477,2473.985668,0.498835,4,2,1,0.012566,19
51,99861.000000,139.000000,49,235050.088150,1731016370.909935,1930.941351,0.546762,4,2,0,0.000000,1
52,79869.000000,20131.000000,33,195186.694838,1029792458.234048,2312.913151,0.587479,4,2,1,0.016060,18
53,81121.000000,18879.000000,31,154645.906889,1637193383.463517,1799.804556,0.917252,4,2,1,0.012385,21
54,79496.000000,20504.000000,32,178507.143705,1652937460.617751,2225.544094,0.720993,4,2,1,0.015087,21
55,85212.000000,14788.000000,35,188115.460978,1460555842.373841,2105.973301,0.762239,4,2,1,0.013677,15
