generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
1,70676.000000,29324.000000,22,52215.346278,115471486.292488,1017.950130,0.628569,7,0,1,0.001262,30
1,66320.000000,33680.000000,20,62273.224748,4701021.840387,1198.569809,0.691928,7,0,1,0.002748,30
2,70201.000000,29799.000000,20,55010.458839,71399872.537554,963.971319,0.616070,7,0,1,0.001164,34
3,69493.000000,30507.000000,19,53166.324898,162148628.559095,1006.646526,0.530742,7,0,1,0.001370,33
4,61460.000000,38540.000000,12,61259.871816,12110041.729190,1505.707978,0.388429,7,0,1,0.001366,38
5,68701.000000,31299.000000,26,61903.618929,20064540.739843,1195.711306,0.577542,7,0,1,0.001100,27
6,66874.000000,33126.000000,19,60249.960640,5082895.203898,1352.935253,0.442258,7,0,2,0.003206,33
7,67276.000000,32724.000000,16,50577.140779,150923089.193861,1048.236459,0.622205,7,0,1,0.002253,38
8,69353.000000,30647.000000,22,64538.808423,4357971.075279,1300.498038,0.535429,7,0,1,0.001899,28
9,67097.000000,32903.000000,22,57399.337462,14159987.119070,1230.818800,0.465474,7,0,2,0.002190,29
10,70270.000000,29730.000000,20,53531.987585,54249124.314345,1120.915345,0.558175,7,0,1,0.001594,33
11,96609.000000,3391.000000,48,66332.274253,1787637.051324,857.494276,0.745659,7,0,1,0.003827,2
12,68852.000000,31148.000000,20,56537.492157,37915158.805014,1140.404698,0.514020,7,0,1,0.001994,30
13,71624.000000,28376.000000,24,64884.077054,10172822.281110,1236.544124,0.446889,7,0,1,0.002045,31
14,76994.000000,23006.000000,29,65537.710005,3150877.942561,1098.577212,0.507058,7,0,1,0.001322,25
15,71886.000000,28114.000000,22,61745.996479,25065725.268220,1088.962757,0.458403,7,0,1,0.001418,31
16,70040.000000,29960.000000,23,59663.226672,17425827.396317,1175.345435,0.608507,7,0,1,0.001239,31
17,80328.000000,19672.000000,32,63565.281039,6735599.753048,1058.603505,0.545173,7,0,1,0.000772,20
18,65182.000000,34818.000000,16,53372.124100,124798529.793173,1014.952159,0.633424,7,0,1,0.001796,38
19,70828.000000,29172.000000,22,62083.310781,17966278.882370,1171.980093,0.549006,7,0,1,0.001463,30
20,75710.000000,24290.000000,23,58400.805486,7615630.013443,964.020848,0.618724,7,0,1,0.001345,33
21,73417.000000,26583.000000,22,61702.697173,41245899.771331,1111.189292,0.496415,7,0,1,0.000777,30
22,67416.000000,32584.000000,21,57622.955206,22033709.735427,1166.211622,0.490981,7,0,1,0.002140,31
23,58416.000000,41584.000000,14,54731.276663,75294173.299772,1262.570058,0.522308,7,0,1,0.001756,39
24,67330.000000,32670.000000,19,56336.985173,92903033.210055,1038.380742,0.570738,7,0,1,0.000758,36
25,98551.000000,1449.000000,49,63334.926393,3104676.127902,944.878071,0.564894,7,0,0,0.002347,1
26,61840.000000,38160.000000,11,59774.326637,17032210.567311,1868.184409,0.410757,7,0,1,0.001189,42
27,69009.000000,30991.000000,20,58567.559169,28294074.390759,1087.730742,0.660771,7,0,1,0.001994,31
28,70835.000000,29165.000000,22,60723.553508,14459252.674870,1120.526003,0.463636,7,0,1,0.000908,32
29,61837.000000,38163.000000,9,49519.833466,142178637.965276,1039.144290,0.503421,7,0,1,0.002368,43
30,58596.000000,41404.000000,14,52190.263773,91072614.544676,1441.698143,0.399199,7,0,1,0.002711,39
31,70360.000000,29640.000000,19,62052.200733,38275612.091045,1138.225691,0.521159,7,0,1,0.001242,35
32,67026.000000,32974.000000,18,52937.988400,88436958.910819,1130.252609,0.546449,7,0,1,0.001388,34
33,94362.000000,5638.000000,45,65735.365121,5506328.661164,932.886345,0.607195,7,0,1,0.000804,5
34,71987.000000,28013.000000,22,58545.682068,24128679.322849,1090.556135,0.526482,7,0,1,0.001204,31
35,71787.000000,28213.000000,26,59006.509505,11853613.707411,975.046835,0.587668,7,0,1,0.001850,26
36,75814.000000,24186.000000,25,59829.660768,49087458.923412,1003.156925,0.552263,7,0,1,0.001072,26
37,100000.000000,1.000000,50,67164.842594,3741678.894125,966.908008,0.613760,7,0,0,0.000000,0
38,68444.000000,31556.000000,19,54883.390999,91785823.054495,1073.446765,0.474275,7,0,1,0.001552,36
39,70691.000000,29309.000000,20,61888.295890,8463634.359841,1212.070029,0.485984,7,0,1,0.000922,30
40,68093.000000,31907.000000,22,58446.660724,12819042.728995,1077.681716,0.568525,6,0,1,0.001099,32
41,73459.000000,26541.000000,26,60017.861974,20688556.553213,1035.487417,0.548051,6,1,1,0.002553,26
42,64295.000000,35705.000000,18,37816.641615,390453072.669960,463.844185,3.065192,6,1,1,0.010195,44
43,73233.000000,26767.000000,22,39012.406043,428919094.129791,404.334637,2.912346,6,1,1,0.003183,37
44,100000.000000,1.000000,50,45888.223641,276936225.451610,340.826380,3.561340,6,1,1,0.003959,0
