generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
1,72737.000000,27263.000000,25,58437.742240,20562203.612160,1108.338568,0.528131,5,5,1,0.001236,30
1,57944.000000,42056.000000,8,44476.021785,320476256.445650,1024.563707,0.521547,5,5,1,0.002881,44
2,59556.000000,40444.000000,13,51731.336769,101101280.673751,1410.427550,0.485470,5,5,1,0.002882,40
3,62307.000000,37693.000000,15,52649.021119,83040826.748964,1318.487700,0.456042,2,4,1,0.001843,38
4,62539.000000,37461.000000,17,52778.614774,72789820.057525,1197.344312,0.409890,2,4,1,0.001659,34
5,69999.000000,30001.000000,23,61549.312934,8243283.967435,1208.262204,0.464094,2,4,1,0.002433,30
6,79654.000000,20346.000000,29,67328.772715,3554888.714707,1032.075875,0.526388,2,4,1,0.002548,22
7,64924.000000,35076.000000,18,52900.165593,45963001.098419,1046.483507,0.613221,2,4,1,0.002053,37
8,78405.000000,21595.000000,28,63020.588832,6816745.857355,1036.795098,0.539096,2,4,1,0.001498,23
9,78637.000000,21363.000000,25,60196.210278,40727806.980533,1067.534371,0.475566,2,4,1,0.001906,29
10,83888.000000,16112.000000,37,65018.422631,1980264.193889,1077.757873,0.506181,2,4,1,0.003098,13
11,67327.000000,32673.000000,21,61056.929541,10155784.353923,1244.311377,0.484838,2,4,1,0.001358,32
12,66164.000000,33836.000000,17,58386.326234,95725876.736982,1285.921616,0.554717,2,4,1,0.001687,33
13,67730.000000,32270.000000,20,54921.918221,77660118.052998,1044.833154,0.526928,2,4,1,0.002099,32
14,64387.000000,35613.000000,18,54667.651430,42392597.330568,1149.236527,0.522572,2,4,1,0.001758,44
15,69747.000000,30253.000000,20,61165.188436,4769180.689935,1310.533908,0.475159,2,4,1,0.002012,33
16,61252.000000,38748.000000,18,61935.236290,26358759.654751,1453.896866,0.498709,2,4,1,0.002588,33
17,63350.000000,36650.000000,12,53607.044722,193553230.469137,1093.744241,0.488280,2,4,1,0.002511,40
18,98431.000000,1569.000000,49,66127.949322,3251622.384149,876.085737,0.676913,2,4,2,0.001771,2
19,59969.000000,40031.000000,11,49957.632275,132914094.137513,1352.918044,0.503754,2,4,1,0.003174,40
20,78362.000000,21638.000000,27,62323.863529,21070570.679172,1026.286925,0.569595,2,4,1,0.001244,27
21,76359.000000,23641.000000,25,62660.347348,41501874.349106,1100.082985,0.490287,2,4,1,0.001629,26
22,61013.000000,38987.000000,16,54918.677014,87023565.155496,1091.180412,0.488810,2,4,1,0.001792,34
23,64189.000000,35811.000000,16,56650.039155,53514459.644069,1226.752956,0.474742,2,4,1,0.002198,35
24,77012.000000,22988.000000,27,60710.633106,25380112.560182,1093.968666,0.550315,2,4,1,0.001866,25
25,67706.000000,32294.000000,19,60205.941591,40102257.767895,1098.566523,0.554862,2,4,1,0.001314,32
26,69335.000000,30665.000000,20,61763.315122,31048228.826034,1279.166009,0.544162,2,4,1,0.001946,32
27,75422.000000,24578.000000,25,49014.614608,577365317.087856,451.202001,2.779344,2,4,2,0.014072,31
28,71086.000000,28914.000000,24,48601.413395,521359772.586897,487.259781,2.807653,2,4,1,0.014067,36
29,80332.000000,19668.000000,29,46387.598297,220337330.935517,403.006381,3.152785,2,4,1,0.010577,32
30,72486.000000,27514.000000,20,54615.776130,383041103.079129,643.103879,2.466402,2,4,1,0.013001,34
31,84854.000000,15146.000000,31,85433.193834,165177187.030282,732.893527,2.162492,2,4,1,0.009805,24
32,75364.000000,24636.000000,23,70028.189568,486750820.253407,694.662567,2.100017,2,4,1,0.012106,34
33,76413.000000,23587.000000,26,79265.780595,525161563.776660,743.855448,1.882660,2,4,2,0.027094,26
34,86284.000000,13716.000000,33,57956.327414,485167792.751920,424.902210,2.847959,2,4,1,0.008863,25
35,84935.000000,15065.000000,32,61346.808145,313425741.405321,476.576257,2.435635,2,4,1,0.014324,27
36,77821.000000,22179.000000,30,68353.207887,311130572.767382,682.997678,2.475741,2,4,1,0.017232,25
37,68931.000000,31069.000000,20,38485.825720,408742146.981028,369.660655,3.180364,2,4,2,0.011492,34
38,77109.000000,22891.000000,28,79057.903014,820002527.083237,868.648641,2.206791,2,4,3,0.011279,31
39,79439.000000,20561.000000,30,77541.159382,262886359.488817,628.457619,2.081059,2,4,1,0.011698,24
40,84953.000000,15047.000000,33,74623.208827,116208297.386340,587.159079,2.680045,2,4,2,0.011322,25
41,77235.000000,22765.000000,24,47988.252525,301502370.633123,424.847935,2.828349,2,4,3,0.022385,40
42,83078.000000,16922.000000,32,69733.457410,356525923.307412,573.567876,2.394955,2,4,2,0.008671,26
43,78005.000000,21995.000000,25,53451.695596,369143182.311872,470.438038,2.654809,2,4,2,0.016320,29
44,76516.000000,23484.000000,23,60333.480653,512231547.859880,575.623528,2.460325,2,4,3,0.024562,32
45,69283.000000,30717.000000,20,66012.902928,299389089.062479,740.281243,1.836198,2,4,3,0.018106,32
46,71450.000000,28550.000000,24,50380.914728,462544330.326307,481.535349,2.618137,2,4,1,0.013598,29
47,73581.000000,26419.000000,26,65887.213980,155176489.703183,644.087862,1.772725,2,4,2,0.015921,29
48,67042.000000,32958.000000,20,51274.449429,502052959.464894,558.243471,2.569757,2,4,1,0.011022,37
49,72454.000000,27546.000000,22,45314.218252,652412863.018693,467.118603,2.914866,2,4,1,0.009187,31
50,75817.000000,24183.000000,28,54749.965038,312658140.716579,452.888159,2.926538,3,5,1,0.022075,29
51,75918.000000,24082.000000,25,52525.948907,622575755.670867,422.905397,2.638373,3,4,1,0.015321,30
52,67883.000000,32117.000000,17,51083.305405,958439973.204854,517.731300,2.427637,3,4,2,0.013564,39
53,73682.000000,26318.000000,21,64687.417170,432324021.259778,606.534540,2.208133,3,4,2,0.021529,31
54,72960.000000,27040.000000,22,34504.676879,542489308.837691,306.241232,4.935618,3,4,1,0.011230,38
55,73466.000000,26534.000000,23,41238.942471,574569300.357903,365.641568,3.966605,3,4,1,0.014082,30
