generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,4453.000000,5547.000000,2,115.487668,23418.860614,223.393226,1.130483,2,5,1,0.102926
1,4585.000000,5415.000000,2,101.003691,26418.360721,173.034991,1.235550,2,5,1,0.089174
2,4961.000000,5039.000000,2,98.251328,17210.939918,154.032913,1.458000,2,5,1,0.072453
3,4392.000000,5608.000000,2,115.706280,15593.408030,280.985002,1.182600,2,5,1,0.101912
