generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,6368.000000,3632.000000,2,245.544661,35136.577231,252.514613,1.924500,1,2,1,0.045271
1,4976.000000,5024.000000,2,164.993253,20461.634259,361.147278,1.399100,1,2,1,0.100416
2,5631.000000,4369.000000,2,126.251058,20233.964263,154.419739,1.806667,1,2,1,0.048461
3,4755.000000,5245.000000,2,142.009871,33268.822930,241.346428,1.278283,1,2,1,0.068037
