generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,4507.000000,5493.000000,2,26640.839167,484450456.913587,64850.329284,0.098300,0,1,5,0.171529
1,4274.000000,5726.000000,2,19928.576164,307590259.728820,82436.464919,0.103050,0,1,5,0.134756
2,4907.000000,5093.000000,2,7788.529136,95032821.112834,18663.926566,0.263350,0,1,5,0.156179
3,4748.000000,5252.000000,2,18813.484316,413586583.961465,62783.259526,0.237400,0,1,5,0.164213
