generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,4622.000000,5378.000000,2,25691.099545,395180552.692448,84442.503889,0.066400,2,3,1,0.123493
1,4837.000000,5163.000000,2,42620.212948,3021959474.197227,101149.734173,0.116300,2,3,1,0.161993
2,4500.000000,5500.000000,2,22684.024946,801858208.813395,59081.322077,0.143250,2,3,1,0.230075
3,4547.000000,5453.000000,2,49992.511767,1066784011.802684,122295.881142,0.102750,2,3,1,0.147962
