generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
1,76574.000000,23426.000000,27,62185.891204,31401127.444010,1057.121896,0.441479,3,2,1,0.001551,29
1,67740.000000,32260.000000,21,56342.472807,26385513.401816,1138.524092,0.578805,3,2,1,0.001727,34
2,73317.000000,26683.000000,21,56077.051323,90752333.975584,956.688073,0.599774,3,2,1,0.003148,34
3,100000.000000,1.000000,50,66364.874146,5434095.720309,923.562427,0.597420,3,2,0,0.000000,0
4,100000.000000,1.000000,50,66506.141880,1386017.015656,942.810928,0.697980,2,3,0,0.000000,0
5,69622.000000,30378.000000,21,54922.512821,49369789.216637,1108.028217,0.434230,2,3,1,0.001046,32
6,69463.000000,30537.000000,21,59864.820440,40242006.357098,1063.515219,0.520594,2,3,1,0.002534,30
7,93201.000000,6799.000000,45,69175.918912,3252575.802178,1014.555768,0.532981,0,2,1,0.003970,5
8,84619.000000,15381.000000,30,66489.654441,6502910.993425,1119.582416,0.447229,0,2,1,0.003606,22
9,68358.000000,31642.000000,20,53500.466881,106869097.586808,1082.870803,0.595355,0,2,1,0.001920,38
10,73072.000000,26928.000000,21,54810.013879,77679347.520671,984.460573,0.583361,0,2,1,0.001499,35
11,65822.000000,34178.000000,19,52791.411140,113295867.469387,1016.728726,0.627868,0,2,1,0.002395,38
12,66221.000000,33779.000000,20,56826.893550,41296490.376195,1033.264802,0.543828,0,2,1,0.002370,36
13,68709.000000,31291.000000,22,56784.499241,23057898.335791,1138.153950,0.608730,0,2,1,0.002273,36
14,78072.000000,21928.000000,25,58526.050637,45475327.965717,1039.681181,0.632285,0,2,1,0.002358,32
15,67773.000000,32227.000000,17,57505.172978,68017919.225575,1099.085747,0.452711,0,2,1,0.002508,37
16,64153.000000,35847.000000,14,47679.376807,180465019.095148,958.623399,0.701799,0,2,1,0.001434,43
17,85158.000000,14842.000000,34,65835.091929,3188817.199481,1084.780061,0.542518,0,2,1,0.002008,19
18,69839.000000,30161.000000,21,56943.904306,50260386.209075,1139.265288,0.577828,0,2,2,0.003572,40
19,71769.000000,28231.000000,23,56656.493681,35432579.136861,1050.016856,0.505518,0,2,1,0.002417,32
20,73869.000000,26131.000000,22,54959.400049,65674988.248733,925.653547,0.671115,0,2,1,0.001807,34
21,73091.000000,26909.000000,23,62628.309255,3382035.734031,1230.732914,0.573702,0,2,2,0.001929,32
22,72820.000000,27180.000000,27,57028.742806,22458346.216284,1001.264916,0.593783,0,2,1,0.002724,32
23,66535.000000,33465.000000,21,56577.761096,37364175.425462,1128.250028,0.480221,0,2,2,0.003262,33
24,64623.000000,35377.000000,17,49678.863682,178834863.033527,1043.282166,0.452048,0,2,1,0.002527,38
25,63574.000000,36426.000000,18,51841.078589,75864756.107725,992.646723,0.626307,0,2,1,0.001647,39
26,64896.000000,35104.000000,14,48741.246113,128407944.909047,937.324960,0.693441,0,2,1,0.001813,45
27,59161.000000,40839.000000,8,42654.552168,316398687.969361,957.450355,0.580846,0,2,1,0.004600,49
28,67705.000000,32295.000000,14,51624.035646,155096135.902376,1100.709141,0.450373,0,2,1,0.004210,41
29,67048.000000,32952.000000,18,48514.526534,115608992.620335,1004.705271,0.563632,0,2,1,0.002147,40
30,63779.000000,36221.000000,11,49161.315905,242414565.426848,1072.223348,0.504421,0,2,1,0.002156,48
31,65684.000000,34316.000000,14,51839.016613,269373283.640510,1003.785163,0.500689,0,2,1,0.003188,43
32,61054.000000,38946.000000,12,53904.929728,200887997.640765,1107.784120,0.597406,0,2,2,0.002968,40
33,73689.000000,26311.000000,20,55772.811752,114330100.871535,941.648585,0.618274,0,2,2,0.001751,32
34,60773.000000,39227.000000,13,46820.487592,274887190.041470,943.565397,0.668118,0,2,1,0.003351,46
35,66024.000000,33976.000000,10,48035.234447,238837935.430236,1014.146973,0.492551,0,2,2,0.001960,43
36,61382.000000,38618.000000,11,44211.446724,199897174.461271,945.833124,0.575836,0,2,1,0.001461,48
37,62709.000000,37291.000000,9,47366.113038,319324413.023137,1041.103464,0.511756,0,2,2,0.002628,45
38,56970.000000,43030.000000,6,41758.335159,311672633.303539,993.651489,0.608639,0,3,1,0.003509,50
39,63606.000000,36394.000000,13,45031.028501,135841816.660869,952.807278,0.655440,0,3,1,0.003453,46
40,61869.000000,38131.000000,14,44530.586938,241257721.596801,929.821517,0.632839,0,3,1,0.002200,43
41,65594.000000,34406.000000,15,48786.875892,189836519.430828,983.232065,0.554735,0,3,1,0.003718,44
42,62377.000000,37623.000000,10,44510.588438,345723081.091286,967.010086,0.569857,0,3,1,0.003632,48
43,61329.000000,38671.000000,9,42799.309244,228447519.229691,997.263248,0.554012,0,3,1,0.003690,49
44,65173.000000,34827.000000,13,50608.403659,197364668.203744,1100.858528,0.451585,0,3,2,0.003507,45
45,56616.000000,43384.000000,6,43256.747940,385337493.207558,1029.627061,0.502954,0,3,1,0.002189,49
46,78522.000000,21478.000000,27,149349.876176,668078536.972831,1876.757457,0.932279,0,3,1,0.013731,25
47,73312.000000,26688.000000,23,229833.378418,1829960297.604421,3043.329427,0.472118,1,3,2,0.019017,29
48,78006.000000,21994.000000,28,232608.861507,1932573817.885420,2956.627898,0.505487,1,3,1,0.017773,27
49,75139.000000,24861.000000,22,230303.237716,1811730778.250232,3516.801272,0.485894,1,3,1,0.019440,30
50,73529.000000,26471.000000,24,230410.573778,1784934942.859910,2919.402692,0.487247,1,3,1,0.022756,28
51,78577.000000,21423.000000,24,227332.039499,1673146581.037718,2754.555569,0.459568,1,3,1,0.023060,28
52,73256.000000,26744.000000,24,228996.560937,1600954597.757676,2988.608520,0.505337,1,3,1,0.026137,41
53,75779.000000,24221.000000,24,228877.705372,1543570793.188966,2714.633891,0.445983,1,3,1,0.013736,27
54,79768.000000,20232.000000,29,148933.355294,722077619.770400,1766.379084,0.708450,1,3,2,0.008406,22
55,75018.000000,24982.000000,27,115366.099071,199415937.297659,1413.230822,0.776803,1,3,1,0.011373,25
56,79588.000000,20412.000000,32,126996.927433,369040120.785200,1328.406505,0.856846,1,3,1,0.009529,18
57,87441.000000,12559.000000,37,157515.055955,849192157.080956,1576.736652,0.819905,1,2,1,0.009596,14
58,75531.000000,24469.000000,27,108877.308808,287817385.581314,1317.646379,0.888666,1,2,1,0.009022,26
59,77731.000000,22269.000000,30,141284.187757,708847594.817470,1626.313190,0.784415,1,2,1,0.013307,22
60,71645.000000,28355.000000,20,238053.667161,1239723808.738486,3493.352683,0.386952,1,3,1,0.019024,34
61,63140.000000,36860.000000,18,225505.479482,1521522910.598410,3419.922717,0.555821,1,3,1,0.033165,43
62,69761.000000,30239.000000,20,231018.549691,1451292457.879344,2853.929815,0.439129,1,3,2,0.023895,35
63,75191.000000,24809.000000,24,231069.707438,1551805727.347277,2782.056203,0.544332,1,3,1,0.021564,34
64,70080.000000,29920.000000,25,233681.908426,1678288598.173565,3385.334783,0.411041,1,3,1,0.027356,34
65,68179.000000,31821.000000,19,233660.608501,1317254966.693734,3566.046279,0.427399,1,3,1,0.026535,34
66,73384.000000,26616.000000,24,237443.818395,1200478005.088941,2907.456844,0.463278,1,3,1,0.030627,27
67,74428.000000,25572.000000,26,227623.433317,1438352682.578652,3207.571412,0.433638,1,3,1,0.013989,27
68,77597.000000,22403.000000,25,230593.843606,1281428004.959704,3027.901745,0.496018,1,3,2,0.015530,29
69,68550.000000,31450.000000,22,227812.299696,1532572437.371362,3491.996286,0.373889,1,3,2,0.018645,30
70,67335.000000,32665.000000,22,205357.889271,973897753.710743,2906.282292,0.393631,1,3,1,0.017948,29
71,65839.000000,34161.000000,19,231440.713716,1438664380.503668,3650.013259,0.347702,1,3,1,0.027759,35
72,95234.000000,4766.000000,45,232601.742679,1453446980.429679,2135.408556,0.523845,1,3,0,0.003258,6
73,76304.000000,23696.000000,25,226386.938812,1724839938.754215,2403.020818,0.533203,1,3,1,0.023360,28
74,71812.000000,28188.000000,20,230534.981823,1263656850.082666,3146.811581,0.448835,1,3,2,0.025993,31
75,75240.000000,24760.000000,24,238027.184461,1323234283.096898,3197.740623,0.462186,1,3,1,0.030936,34
76,73657.000000,26343.000000,25,237367.014056,1333427751.377545,2978.318513,0.468369,1,3,1,0.025562,30
77,70642.000000,29358.000000,23,230133.621261,1576018311.213440,3503.159243,0.423071,1,3,2,0.034134,28
78,99195.000000,805.000000,49,239261.313667,1334960965.461319,1985.475523,0.603390,1,3,0,-0.000000,1
79,70192.000000,29808.000000,20,214201.020388,1460727328.929558,3512.931352,0.388183,1,3,1,0.019953,33
80,75509.000000,24491.000000,28,119596.030574,271473542.417430,1441.324028,0.695823,1,2,1,0.013720,25
81,73607.000000,26393.000000,26,109730.857577,304097876.292182,1236.127585,0.913405,1,2,1,0.012839,28
82,77997.000000,22003.000000,25,119982.553057,400713375.651606,1397.795594,0.765193,1,2,1,0.005866,28
83,77227.000000,22773.000000,27,108333.668968,184775349.719514,1284.722197,0.916262,1,2,1,0.010310,24
84,69826.000000,30174.000000,17,117424.935219,300983639.880712,1811.402672,0.766564,1,2,1,0.014911,35
85,69035.000000,30965.000000,25,106399.294726,185328207.968391,1400.331452,0.795455,1,2,1,0.008546,25
86,76842.000000,23158.000000,26,107304.872947,255452466.352166,1173.358117,0.866799,1,2,1,0.009197,26
87,77524.000000,22476.000000,27,107674.441547,190202137.836194,1270.733612,0.933158,1,2,1,0.012751,26
88,81643.000000,18357.000000,31,109188.337261,136066784.220667,1214.847598,0.856061,1,2,3,0.009397,22
89,76591.000000,23409.000000,25,95996.032967,195416086.987744,1052.980664,0.926544,1,2,1,0.008550,28
90,79797.000000,20203.000000,29,165206.657883,1217355219.474321,1725.805341,0.662607,1,2,1,0.011553,24
91,80006.000000,19994.000000,31,185681.955033,2219892770.246560,2196.552634,0.731024,1,2,3,0.012738,19
92,98775.000000,1225.000000,49,210360.935003,1430894041.644142,1850.777810,0.642370,1,2,0,-0.000000,1
93,81369.000000,18631.000000,33,175406.630015,1297815373.676219,1733.621191,0.709220,1,2,1,0.016568,21
94,79691.000000,20309.000000,30,183886.056423,972314213.443119,2158.009085,0.567647,1,2,3,0.015604,21
95,83497.000000,16503.000000,32,187482.690555,1117790090.290954,2040.167797,0.608512,1,2,2,0.017019,19
96,80067.000000,19933.000000,30,181423.477611,1489548648.271777,2044.545857,0.651808,1,2,1,0.013461,20
97,74956.000000,25044.000000,26,172313.326593,1564379389.698789,2126.654237,0.669135,1,2,1,0.016242,27
98,79014.000000,20986.000000,28,181203.452514,1067225167.200584,2297.221264,0.602053,1,2,3,0.017076,23
99,82552.000000,17448.000000,36,201016.068458,1613018033.749343,2232.397197,0.552668,1,2,1,0.007424,18
100,80061.000000,19939.000000,31,194496.551455,1227338066.042430,2269.106825,0.575480,1,2,1,0.012720,20
101,74121.000000,25879.000000,24,146257.101824,802235334.180413,1760.801410,0.754356,1,2,2,0.021534,26
102,80947.000000,19053.000000,31,184309.537819,1420071044.148756,1974.795281,0.581630,1,2,1,0.009788,19
103,81679.000000,18321.000000,31,170564.577308,1147563154.641768,1669.053373,0.668588,1,3,1,0.015676,19
104,78437.000000,21563.000000,28,165313.390047,843509461.565232,1787.581630,0.726469,1,3,1,0.016966,23
105,84956.000000,15044.000000,31,170083.168041,1186034091.403499,1793.025091,0.768144,1,3,1,0.023306,21
106,79782.000000,20218.000000,31,180317.911602,1120205954.482397,1991.466854,0.647826,1,3,4,0.013662,20
107,77749.000000,22251.000000,28,137149.577143,655985877.283943,1492.143347,0.770123,1,3,1,0.011815,22
108,78728.000000,21272.000000,30,155126.068483,1174121307.577085,1771.021180,0.805912,1,3,1,0.015017,21
109,83223.000000,16777.000000,33,163535.411621,947805586.439843,1593.627822,0.740187,1,3,1,0.020692,18
110,82845.000000,17155.000000,32,177811.183474,893003719.959374,1948.670079,0.742521,1,3,1,0.017527,19
111,81878.000000,18122.000000,33,160817.843404,1047067515.008497,1584.415373,0.788117,1,3,1,0.013618,18
112,80116.000000,19884.000000,28,149908.487535,1181164387.219948,1583.677205,0.838608,1,3,4,0.018074,22
113,79697.000000,20303.000000,30,158533.563154,908354244.501529,1950.867882,0.812979,1,5,1,0.014563,21
114,79222.000000,20778.000000,31,132945.509432,1062078562.747089,1634.864845,0.909650,1,5,1,0.023027,21
115,76255.000000,23745.000000,27,130343.718576,1024209993.296139,1605.331353,0.924400,1,5,1,0.007470,24
116,71392.000000,28608.000000,23,114505.992899,301331280.275152,1381.192067,1.051560,1,5,1,0.015279,29
117,83182.000000,16818.000000,33,136980.088551,609921549.359299,1395.469863,1.018638,1,5,1,0.008607,19
118,80911.000000,19089.000000,31,145758.654326,667032062.102007,1565.514572,1.036623,1,5,1,0.020910,23
119,81284.000000,18716.000000,30,167366.762980,928341216.693711,1830.605064,0.658834,1,5,1,0.011281,23
120,78384.000000,21616.000000,29,149399.752750,1227679641.839558,1658.737079,0.883444,1,5,1,0.010388,23
121,72940.000000,27060.000000,24,141637.967172,615647136.565839,1562.651366,0.860375,1,5,1,0.017377,27
122,77395.000000,22605.000000,27,137910.685417,455169794.274574,1615.921624,0.877602,1,5,1,0.013751,24
123,81131.000000,18869.000000,32,146948.135481,851850350.859071,1588.113704,0.878040,1,5,4,0.013085,19
124,99794.000000,206.000000,47,187503.240478,1998663593.776885,1617.643919,0.833756,1,5,1,0.006185,3
125,76095.000000,23905.000000,27,172747.395863,1257603741.141806,2116.755969,0.732090,1,5,1,0.034257,26
