generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info,num_attacks
1,66877.000000,33123.000000,16,59523.816410,9240345.487045,807.317639,0.000000,6,3,1,0.002083,34
1,65870.000000,34130.000000,19,56131.713679,68408224.249410,819.034188,0.000000,6,3,1,0.002380,31
2,62903.000000,37097.000000,15,56304.804126,52455768.938070,1107.373336,0.000000,6,3,1,0.003346,35
3,61828.000000,38172.000000,13,56446.813383,13912325.332008,834.414015,0.000000,6,3,1,0.002571,37
4,73670.000000,26330.000000,21,53090.792296,95685610.334000,630.404905,0.000000,6,3,1,0.002428,29
5,61982.000000,38018.000000,15,50393.048244,32223723.354989,812.837144,0.000000,6,3,1,0.003044,35
6,67817.000000,32183.000000,17,54998.137362,32192964.198761,952.781310,0.000000,6,3,1,0.002678,33
7,100000.000000,1.000000,50,59304.431760,2507890.559961,396.046168,0.000000,6,3,1,0.001645,0
8,62737.000000,37263.000000,13,44966.963788,196080044.785377,594.567038,0.000000,6,3,1,0.003077,37
9,59295.000000,40705.000000,13,51873.159326,81403929.789092,1169.842420,0.000000,6,3,1,0.007111,37
10,100000.000000,1.000000,50,65598.577974,1689574.992829,608.380652,0.000000,6,3,0,0.000000,0
11,78831.000000,21169.000000,28,54889.356413,16809895.828605,516.069410,0.000000,6,3,2,0.002249,22
12,75702.000000,24298.000000,24,57136.784730,7361899.616246,754.545570,0.000000,6,3,1,0.002157,26
13,73134.000000,26866.000000,21,61393.531844,4476264.201072,791.812265,0.000000,6,3,1,0.002655,29
14,66986.000000,33014.000000,16,51083.739814,23725660.269323,736.041353,0.000000,6,3,1,0.002374,34
15,63321.000000,36679.000000,10,45819.418108,85735915.830163,861.399765,0.000000,6,3,1,0.003192,40
16,53347.000000,46653.000000,11,51024.942213,74421175.465749,857.945200,0.000000,6,3,1,0.002700,39
17,63631.000000,36369.000000,13,46132.537265,174751535.602702,644.408814,0.000000,6,3,1,0.002335,37
18,63601.000000,36399.000000,10,37426.737902,197472090.217751,489.895687,0.000000,6,3,2,0.002675,40
19,61883.000000,38117.000000,13,42190.787066,179447095.851512,540.706716,0.000000,6,3,1,0.003896,37
20,65616.000000,34384.000000,17,48794.711295,155496048.950946,681.921263,0.000000,6,3,1,0.002489,33
21,70043.000000,29957.000000,20,51043.183103,91764091.440451,758.710395,0.000000,4,3,1,0.002846,30
22,67771.000000,32229.000000,14,49149.587973,177246155.614159,729.012248,0.000000,4,3,1,0.002348,36
