generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,80372.000000,19628.000000,31,218806.475059,1680211030.146276,2450.811650,0.414415,3,3,1,0.018489
1,77830.000000,22170.000000,26,195543.863082,1198305392.378261,2142.118213,0.450100,3,3,1,0.011584
2,78453.000000,21547.000000,29,212144.221036,1866016737.851490,2628.494137,0.341586,3,3,1,0.014180
3,84604.000000,15396.000000,38,207927.468065,1949105574.214941,2351.994138,0.470926,3,3,1,0.009705
4,79056.000000,20944.000000,28,209054.594502,1647564468.778662,2087.367099,0.547248,3,3,1,0.012066
5,81655.000000,18345.000000,34,205849.276255,1868181459.135181,2155.739634,0.463860,3,3,1,0.028914
6,77984.000000,22016.000000,30,201895.705043,1568151924.160121,2097.053651,0.556442,3,3,1,0.016409
7,78840.000000,21160.000000,28,215397.385625,1721332169.803329,2895.150108,0.364092,3,3,1,0.011254
8,80818.000000,19182.000000,30,211106.289995,1669517747.895897,2241.003432,0.482709,3,3,1,0.021558
9,77829.000000,22171.000000,32,197361.784743,1652110376.595822,2009.159147,0.515959,3,3,1,0.024568
10,81748.000000,18252.000000,32,219381.481802,1893296770.092741,2321.825544,0.398518,3,3,1,0.014354
11,76970.000000,23030.000000,29,209636.071010,2208152383.589492,2445.587834,0.528430,5,3,1,0.011909
12,75534.000000,24466.000000,31,217664.389707,1945323070.914954,2318.436884,0.459657,5,3,1,0.017236
13,84459.000000,15541.000000,31,210388.117151,2274967022.081540,1908.724624,0.644780,5,3,1,0.012512
14,82404.000000,17596.000000,32,202727.872689,1656023957.436036,1917.561771,0.645718,4,3,1,0.012473
15,77619.000000,22381.000000,30,187980.375687,2002094651.357396,2135.510106,0.640456,4,3,1,0.019421
16,82037.000000,17963.000000,34,182916.188510,1073836953.459613,1625.854041,0.667185,4,3,1,0.011121
17,87972.000000,12028.000000,40,209959.504483,2273070255.502550,1836.052300,0.630635,4,3,1,0.009535
18,72895.000000,27105.000000,27,184891.670481,3061554567.304249,2396.003847,0.654071,4,3,1,0.018371
19,77996.000000,22004.000000,30,193379.534012,1903671587.940603,1816.242505,0.635559,4,3,2,0.016082
20,86194.000000,13806.000000,35,183505.904229,2024751524.625701,1661.732453,0.717234,4,3,1,0.015131
21,89110.000000,10890.000000,40,189667.100172,1160340189.113099,1810.935930,0.678668,4,3,1,0.015488
22,76036.000000,23964.000000,29,216012.300308,1737946475.795416,2236.422820,0.646111,4,3,1,0.015911
23,84717.000000,15283.000000,36,187560.030251,1482294033.986204,1520.583351,0.834476,4,3,1,0.010736
24,71609.000000,28391.000000,25,133691.213417,630534120.536753,1320.915869,0.950452,4,3,1,0.016454
25,81698.000000,18302.000000,32,143829.087833,1228924093.127357,1325.177118,1.090230,4,3,1,0.010203
26,86348.000000,13652.000000,38,167299.049601,1753589560.937873,1456.890136,1.001568,4,3,1,0.010488
27,72739.000000,27261.000000,25,153498.661328,1322642670.975664,1580.546153,1.054183,4,3,1,0.010061
28,76651.000000,23349.000000,25,151731.823409,1308403427.907328,1320.327988,0.833642,4,3,1,0.018617
29,84432.000000,15568.000000,32,191575.540050,2763415210.475236,1613.252258,0.814586,4,3,1,0.017246
30,94120.000000,5880.000000,45,166717.978677,1341565844.613549,1259.273036,0.930329,4,3,1,0.013302
31,68129.000000,31871.000000,21,133853.916952,1117854854.770553,1671.331467,0.944099,4,3,1,0.019145
32,76212.000000,23788.000000,25,157956.083186,1340754297.720076,1366.176052,0.967410,4,3,1,0.013239
33,75007.000000,24993.000000,25,140040.456697,895708771.968339,1396.156101,0.876954,4,3,1,0.007458
34,74492.000000,25508.000000,24,191450.173072,2590193817.175656,2126.939429,0.676876,4,3,1,0.021546
35,77795.000000,22205.000000,29,181523.972233,2899007768.144659,1377.259119,0.805621,4,3,1,0.011613
36,80784.000000,19216.000000,29,170493.148486,1034090331.280904,1420.483348,0.766147,4,3,1,0.012065
37,74142.000000,25858.000000,25,170359.958806,1287292762.172157,1420.640400,0.910041,4,3,1,0.017158
38,60187.000000,39813.000000,18,111955.427933,591788820.249488,1840.734075,0.960361,4,3,1,0.018349
39,70794.000000,29206.000000,22,175492.480991,1542953032.802015,1666.815124,0.805277,4,3,1,0.015444
40,71254.000000,28746.000000,21,110254.216933,1113636661.155782,1121.671186,1.037674,4,3,1,0.011543
41,68558.000000,31442.000000,20,150419.873296,1458952577.913444,1646.602850,0.851318,4,3,1,0.016585
42,80334.000000,19666.000000,28,176621.438124,1433063907.066290,1333.615107,0.843029,4,3,1,0.016716
43,77490.000000,22510.000000,28,142343.881512,1591368778.781671,1196.028869,0.965771,4,3,2,0.022856
44,69678.000000,30322.000000,26,135401.275658,491207275.770437,1427.787859,0.805645,4,3,1,0.020059
45,75014.000000,24986.000000,24,139007.835695,1017608915.862932,1284.051605,0.883675,5,2,1,0.016437
46,72620.000000,27380.000000,23,161621.616777,1777833521.182919,1326.323014,0.899636,5,2,2,0.014093
47,73199.000000,26801.000000,25,201469.324235,2116505832.436621,2347.340337,0.983689,6,2,1,0.018712
48,77358.000000,22642.000000,26,205463.909755,3199138289.286954,1684.622779,1.096064,6,2,1,0.022590
49,89431.000000,10569.000000,38,219233.216316,2943756479.690611,1845.193977,1.028144,6,2,1,0.028881
50,79722.000000,20278.000000,30,205952.626036,2090877719.041229,2170.342096,1.051957,6,2,3,0.027330
51,74909.000000,25091.000000,25,118895.836055,729910710.756369,1110.243230,2.093626,6,2,1,0.015704
52,80216.000000,19784.000000,32,117412.855941,2633424032.790754,1331.575465,2.440022,6,2,1,0.020217
53,78874.000000,21126.000000,30,80462.879796,203881280.495765,706.128440,3.637649,6,2,1,0.020641
54,79724.000000,20276.000000,30,152729.273800,910941858.403918,2327.224548,2.828652,6,2,1,0.026706
55,85296.000000,14704.000000,33,140888.832669,1662434600.405868,1142.373970,2.151210,6,2,1,0.023243
56,88082.000000,11918.000000,37,169314.776534,1331443327.118584,1611.709271,2.206904,6,2,1,0.025102
57,75516.000000,24484.000000,29,97401.744404,579121323.020502,920.442354,2.279084,6,2,1,0.022945
58,82475.000000,17525.000000,33,121662.367512,263477606.753869,1048.228631,2.925656,6,2,1,0.024001
59,80199.000000,19801.000000,30,114718.060975,1552121292.302723,1072.637132,2.779365,6,2,2,0.015876
60,78629.000000,21371.000000,26,111624.908603,1338827535.667846,1210.927426,3.106233,4,0,1,0.018343
61,75118.000000,24882.000000,24,86653.352019,670254339.944480,827.438926,2.961470,4,0,1,0.023762
62,79823.000000,20177.000000,29,112124.963849,230468867.134246,785.731139,2.329285,4,0,1,0.030741
63,78140.000000,21860.000000,28,109140.970006,368949079.490330,1006.766833,2.391854,4,0,1,0.019523
64,77947.000000,22053.000000,30,145826.279916,1623996023.381624,1435.701266,2.664418,4,0,2,0.016387
65,76709.000000,23291.000000,27,71658.335784,516696597.593783,850.079125,4.408358,4,0,1,0.016267
66,86926.000000,13074.000000,35,128560.120658,605817305.757744,992.600280,2.786061,4,0,2,0.015417
67,81540.000000,18460.000000,31,137240.456323,654189685.963561,1332.608539,2.358123,4,0,1,0.016406
68,78302.000000,21698.000000,31,113732.546657,541340250.215884,1193.829969,2.616714,4,0,1,0.029094
69,75563.000000,24437.000000,29,128413.737471,460503554.262135,1451.483088,2.497491,4,0,2,0.015615
70,79793.000000,20207.000000,28,93847.431088,602115664.870152,848.124570,2.701765,4,0,1,0.033416
71,75394.000000,24606.000000,23,215497.158546,2747730783.243411,2227.857732,1.031946,4,0,2,0.023269
72,66789.000000,33211.000000,20,218718.877057,2875528044.748963,2214.648278,0.851953,4,0,2,0.023286
73,80434.000000,19566.000000,28,192344.083642,3790666690.775186,1309.726242,2.217908,4,0,2,0.021217
74,76645.000000,23355.000000,26,196206.640012,3237186295.093189,1977.595861,1.136050,4,0,1,0.019259
75,69102.000000,30898.000000,23,157722.465337,1457840566.297234,1591.361998,1.316680,4,0,3,0.017037
76,74031.000000,25969.000000,21,187101.084951,2917504587.712297,2082.475592,1.064423,4,0,3,0.029248
77,84319.000000,15681.000000,34,211790.757693,2575616249.771144,1835.663017,1.031670,4,0,1,0.019255
78,76435.000000,23565.000000,28,166800.753746,3284143797.109563,1470.387340,1.379799,4,0,2,0.016261
79,75700.000000,24300.000000,25,169254.841920,1204743509.344883,1535.455484,0.996074,4,0,2,0.022831
