generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,mutual_info
1,83218.000000,16782.000000,36,188071.327435,2238742439.545966,2166.657548,0.483811,4,2,1,0.016145
1,82684.000000,17316.000000,36,181361.207325,1157723392.041996,1929.075081,0.543101,5,2,1,0.011900
2,85333.000000,14667.000000,37,189361.753337,1450789228.546458,1953.589916,0.514147,5,2,1,0.014133
3,74947.000000,25053.000000,28,158092.269125,629894804.043100,2048.690618,0.527623,5,2,1,0.016157
4,78058.000000,21942.000000,30,177006.253158,928907032.998441,2001.487629,0.571453,5,2,1,0.011426
5,89717.000000,10283.000000,41,198080.852674,1270438303.871336,1985.674415,0.547502,5,2,1,0.007434
6,89643.000000,10357.000000,40,133222.615169,631204043.891086,1216.794884,0.933545,5,2,1,0.005469
7,80552.000000,19448.000000,29,101906.540896,188308961.496621,1205.246472,1.081438,5,2,1,0.003875
8,80274.000000,19726.000000,31,127173.792007,356777036.045846,1357.737810,0.830792,5,2,1,0.004735
9,78582.000000,21418.000000,31,141830.656089,936653739.390259,1762.245285,0.681717,5,2,1,0.005253
10,80878.000000,19122.000000,34,143168.416187,754229290.736040,1455.044145,0.800441,5,2,1,0.006361
11,84312.000000,15688.000000,35,144926.571707,657152948.622387,1455.393899,0.623756,5,2,1,0.008565
12,82664.000000,17336.000000,36,148030.981298,916238120.451335,1559.695128,0.757996,5,2,1,0.009451
13,79955.000000,20045.000000,32,138784.680587,553542505.280766,1849.244347,0.740308,5,2,1,0.009614
14,80314.000000,19686.000000,30,211305.809155,1462569260.218720,2333.795178,0.448717,4,2,1,0.021254
15,79822.000000,20178.000000,31,213910.588833,1260092137.127997,2634.561112,0.388716,4,2,1,0.029001
16,80417.000000,19583.000000,32,222019.852796,1393845994.513118,2424.518274,0.422385,4,2,2,0.015783
17,91578.000000,8422.000000,40,227755.382331,1315078822.300675,2150.313524,0.389618,4,2,2,0.035128
18,78619.000000,21381.000000,34,230128.369603,1575048101.470004,2927.604525,0.352566,4,2,2,0.015092
19,85566.000000,14434.000000,38,228792.931901,1827573057.924707,2603.706687,0.381463,4,2,2,0.006601
